Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
21	0.006	0.070	0.044	0.019	0.020	0.023	0.073	0.076	0.033
22	0.006	0.011	0.002	0.029	0.008	0.035	0.040	0.049	0.009
23	0.060	0.054	0.023	0.002	0.001	0.005	0.025	0.003	0.105
24	0.049	0.032	0.026	0.060	0.006	0.028	0.027	0.047	0.067
25	0.057	0.037	0.004	0.044	0.053	0.004	0.015	0.011	0.036
26	0.045	0.058	0.002	0.030	0.019	0.058	0.067	0.063	0.001
27	0.077	0.016	0.057	0.028	0.002	0.011	0.018	0.006	0.000
28	0.050	0.011	0.018	0.028	0.052	0.031	0.023	0.044	0.053
29	0.024	0.080	0.038	0.006	0.019	0.027	0.000	0.019	0.018
30	0.008	0.015	0.016	0.027	0.012	0.010	0.027	0.021	0.005
31	0.077	0.054	0.032	0.036	0.048	0.055	0.034	0.026	0.024
32	0.049	0.047	0.038	0.034	0.013	0.013	0.024	0.013	0.005
33	0.011	0.001	0.010	0.033	0.042	0.030	0.000	0.010	0.034
34	0.054	0.016	0.002	0.002	0.000	0.001	0.023	0.008	0.004
35	0.056	0.054	0.064	0.040	0.008	0.029	0.063	0.083	0.119
36	0.049	0.058	0.024	0.002	0.005	0.037	0.053	0.042	0.023
37	0.085	0.049	0.070	0.044	0.044	0.021	0.044	0.052	0.010
38	0.051	0.015	0.014	0.013	0.013	0.032	0.026	0.023	0.003
39	0.075	0.032	0.017	0.009	0.024	0.045	0.075	0.070	0.006
40	0.048	0.055	0.033	0.065	0.016	0.007	0.036	0.054	0.062
41	0.109	0.056	0.078	0.081	0.044	0.009	0.005	0.017	0.010
42	0.027	0.034	0.040	0.045	0.010	0.052	0.069	0.007	0.066
43	0.068	0.044	0.058	0.042	0.051	0.013	0.037	0.012	0.076
44	0.002	0.004	0.013	0.005	0.022	0.006	0.009	0.005	0.006
45	0.071	0.004	0.016	0.008	0.003	0.008	0.039	0.088	0.015
46	0.050	0.012	0.015	0.033	0.004	0.039	0.048	0.023	0.011
47	0.028	0.021	0.001	0.014	0.000	0.018	0.001	0.033	0.018
48	0.031	0.000	0.010	0.007	0.012	0.006	0.007	0.040	0.013
49	0.032	0.036	0.029	0.016	0.012	0.004	0.015	0.030	0.032
50	0.006	0.028	0.001	0.002	0.005	0.020	0.029	0.014	0.014
51	0.032	0.013	0.012	0.001	0.010	0.006	0.023	0.002	0.030
52	0.021	0.012	0.035	0.002	0.003	0.013	0.015	0.009	0.027
53	0.042	0.054	0.033	0.018	0.056	0.012	0.029	0.047	0.015
54	0.020	0.019	0.019	0.009	0.007	0.048	0.049	0.021	0.025
55	0.041	0.020	0.015	0.012	0.041	0.013	0.020	0.015	0.017
56	0.087	0.049	0.029	0.039	0.013	0.017	0.045	0.078	0.043
57	0.020	0.001	0.000	0.013	0.031	0.012	0.036	0.056	0.012
58	0.039	0.006	0.006	0.001	0.027	0.029	0.037	0.065	0.032
59	0.087	0.067	0.054	0.050	0.014	0.011	0.034	0.048	0.008
60	0.033	0.039	0.039	0.003	0.039	0.001	0.032	0.056	0.017
