Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
21	0.049	0.011	0.011	0.017	0.029	0.048	0.078	0.085	0.034
22	0.006	0.011	0.012	0.025	0.001	0.031	0.030	0.038	0.041
23	0.053	0.062	0.019	0.015	0.010	0.010	0.050	0.036	0.054
24	0.041	0.056	0.039	0.046	0.008	0.018	0.032	0.032	0.040
25	0.045	0.055	0.025	0.036	0.021	0.001	0.017	0.037	0.027
26	0.001	0.030	0.020	0.043	0.005	0.044	0.000	0.032	0.050
27	0.056	0.060	0.029	0.047	0.014	0.024	0.038	0.013	0.034
28	0.003	0.026	0.013	0.004	0.032	0.007	0.022	0.014	0.046
29	0.006	0.056	0.034	0.013	0.022	0.020	0.003	0.002	0.031
30	0.001	0.008	0.013	0.008	0.011	0.057	0.035	0.008	0.005
31	0.056	0.012	0.024	0.052	0.017	0.065	0.004	0.056	0.063
32	0.042	0.050	0.015	0.014	0.016	0.000	0.018	0.009	0.006
33	0.005	0.005	0.033	0.003	0.067	0.022	0.041	0.003	0.051
34	0.023	0.048	0.025	0.018	0.006	0.028	0.004	0.006	0.004
35	0.086	0.040	0.070	0.001	0.015	0.027	0.081	0.097	0.033
36	0.034	0.029	0.036	0.013	0.024	0.012	0.007	0.115	0.051
37	0.062	0.044	0.065	0.028	0.033	0.043	0.008	0.044	0.042
38	0.052	0.040	0.025	0.014	0.001	0.022	0.045	0.020	0.039
39	0.044	0.032	0.014	0.029	0.039	0.050	0.053	0.046	0.055
40	0.060	0.066	0.063	0.053	0.019	0.007	0.013	0.007	0.064
41	0.071	0.056	0.076	0.094	0.053	0.038	0.014	0.038	0.040
42	0.037	0.003	0.001	0.009	0.001	0.057	0.039	0.011	0.044
43	0.010	0.047	0.030	0.058	0.055	0.013	0.040	0.013	0.048
44	0.047	0.008	0.028	0.018	0.016	0.016	0.017	0.016	0.012
45	0.004	0.018	0.002	0.013	0.008	0.036	0.081	0.075	0.005
46	0.026	0.046	0.009	0.016	0.037	0.040	0.023	0.043	0.031
47	0.031	0.006	0.022	0.033	0.004	0.021	0.018	0.024	0.063
48	0.014	0.002	0.002	0.001	0.013	0.002	0.008	0.009	0.028
49	0.052	0.007	0.021	0.034	0.035	0.012	0.003	0.034	0.038
50	0.015	0.039	0.009	0.045	0.009	0.002	0.034	0.007	0.025
51	0.009	0.032	0.016	0.033	0.016	0.009	0.042	0.010	0.026
52	0.014	0.042	0.006	0.007	0.004	0.003	0.033	0.034	0.000
53	0.017	0.051	0.062	0.063	0.053	0.004	0.046	0.047	0.074
54	0.017	0.024	0.016	0.064	0.004	0.038	0.047	0.037	0.017
55	0.028	0.016	0.032	0.020	0.040	0.019	0.026	0.036	0.016
56	0.053	0.001	0.021	0.034	0.024	0.031	0.075	0.078	0.061
57	0.032	0.016	0.002	0.019	0.013	0.033	0.006	0.049	0.030
58	0.032	0.027	0.037	0.026	0.020	0.027	0.027	0.033	0.044
59	0.090	0.053	0.059	0.056	0.032	0.016	0.003	0.009	0.034
60	0.042	0.022	0.017	0.026	0.012	0.008	0.026	0.022	0.086
