Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
21	0.005	0.030	0.023	0.006	0.006	0.056	0.074	0.078	0.032
22	0.025	0.006	0.006	0.009	0.036	0.034	0.059	0.074	0.014
23	0.048	0.038	0.016	0.004	0.037	0.004	0.027	0.034	0.065
24	0.015	0.025	0.019	0.045	0.044	0.022	0.029	0.046	0.048
25	0.049	0.010	0.021	0.013	0.042	0.004	0.002	0.005	0.037
26	0.059	0.027	0.007	0.023	0.017	0.044	0.044	0.079	0.006
27	0.047	0.031	0.033	0.011	0.038	0.008	0.001	0.027	0.006
28	0.023	0.010	0.009	0.000	0.041	0.026	0.006	0.013	0.025
29	0.044	0.072	0.037	0.026	0.032	0.033	0.005	0.014	0.018
30	0.010	0.017	0.008	0.012	0.039	0.026	0.020	0.020	0.016
31	0.086	0.067	0.021	0.015	0.057	0.049	0.020	0.069	0.033
32	0.071	0.044	0.022	0.003	0.013	0.004	0.005	0.056	0.015
33	0.008	0.027	0.018	0.005	0.047	0.021	0.018	0.004	0.023
34	0.064	0.031	0.016	0.007	0.036	0.005	0.007	0.042	0.031
35	0.050	0.016	0.019	0.035	0.016	0.039	0.076	0.090	0.046
36	0.054	0.027	0.018	0.016	0.036	0.034	0.051	0.030	0.011
37	0.048	0.068	0.049	0.030	0.056	0.023	0.054	0.051	0.061
38	0.041	0.019	0.004	0.024	0.039	0.017	0.034	0.007	0.027
39	0.031	0.037	0.024	0.020	0.007	0.031	0.060	0.024	0.019
40	0.089	0.039	0.099	0.059	0.062	0.011	0.035	0.038	0.008
41	0.090	0.040	0.068	0.065	0.018	0.009	0.005	0.014	0.000
42	0.035	0.034	0.027	0.021	0.021	0.034	0.062	0.012	0.055
43	0.041	0.058	0.021	0.038	0.069	0.001	0.040	0.029	0.034
44	0.025	0.043	0.020	0.045	0.027	0.017	0.020	0.006	0.023
45	0.009	0.032	0.012	0.014	0.021	0.056	0.048	0.030	0.001
46	0.025	0.015	0.013	0.016	0.029	0.029	0.045	0.025	0.019
47	0.042	0.003	0.025	0.002	0.039	0.001	0.031	0.067	0.009
48	0.025	0.000	0.006	0.028	0.021	0.009	0.004	0.027	0.012
49	0.035	0.069	0.023	0.045	0.036	0.008	0.009	0.041	0.057
50	0.012	0.003	0.015	0.013	0.015	0.013	0.020	0.024	0.042
51	0.024	0.007	0.011	0.001	0.012	0.003	0.022	0.005	0.021
52	0.009	0.024	0.024	0.003	0.031	0.021	0.032	0.002	0.009
53	0.027	0.010	0.031	0.010	0.048	0.011	0.032	0.053	0.031
54	0.001	0.006	0.013	0.007	0.037	0.052	0.036	0.030	0.031
55	0.039	0.028	0.011	0.001	0.010	0.009	0.022	0.019	0.032
56	0.035	0.024	0.003	0.006	0.028	0.032	0.043	0.073	0.054
57	0.005	0.001	0.006	0.010	0.001	0.031	0.021	0.054	0.015
58	0.052	0.027	0.006	0.002	0.001	0.012	0.022	0.040	0.015
59	0.065	0.055	0.058	0.026	0.029	0.006	0.045	0.049	0.003
60	0.045	0.033	0.054	0.013	0.005	0.000	0.019	0.022	0.001
