Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
21	0.050	0.063	0.039	0.023	0.051	0.033	0.099	0.068	0.000
22	0.014	0.015	0.012	0.026	0.018	0.011	0.036	0.046	0.048
23	0.074	0.030	0.012	0.044	0.003	0.018	0.002	0.037	0.078
24	0.040	0.079	0.058	0.070	0.019	0.051	0.032	0.045	0.012
25	0.089	0.024	0.031	0.021	0.048	0.027	0.022	0.016	0.042
26	0.014	0.038	0.001	0.016	0.032	0.007	0.023	0.075	0.004
27	0.045	0.005	0.067	0.008	0.017	0.002	0.045	0.003	0.026
28	0.016	0.003	0.019	0.006	0.026	0.058	0.020	0.035	0.001
29	0.022	0.056	0.026	0.007	0.025	0.035	0.011	0.018	0.022
30	0.007	0.011	0.002	0.004	0.015	0.004	0.035	0.012	0.024
31	0.098	0.023	0.011	0.011	0.054	0.025	0.049	0.048	0.023
32	0.056	0.036	0.012	0.005	0.014	0.046	0.023	0.041	0.030
33	0.021	0.019	0.009	0.021	0.009	0.056	0.012	0.002	0.031
34	0.040	0.035	0.041	0.020	0.023	0.036	0.016	0.023	0.037
35	0.077	0.032	0.020	0.026	0.026	0.065	0.055	0.112	0.071
36	0.052	0.030	0.034	0.030	0.016	0.029	0.017	0.079	0.014
37	0.085	0.059	0.087	0.087	0.029	0.008	0.016	0.020	0.088
38	0.049	0.021	0.001	0.014	0.004	0.024	0.017	0.010	0.025
39	0.054	0.031	0.014	0.049	0.045	0.017	0.023	0.031	0.014
40	0.062	0.035	0.069	0.049	0.000	0.036	0.016	0.027	0.004
41	0.071	0.047	0.069	0.086	0.046	0.013	0.020	0.028	0.041
42	0.045	0.028	0.038	0.005	0.003	0.003	0.033	0.031	0.085
43	0.031	0.032	0.060	0.057	0.036	0.022	0.074	0.011	0.055
44	0.025	0.008	0.017	0.003	0.009	0.007	0.028	0.010	0.003
45	0.049	0.005	0.008	0.003	0.001	0.018	0.053	0.045	0.064
46	0.013	0.035	0.013	0.005	0.007	0.009	0.031	0.029	0.038
47	0.030	0.031	0.030	0.006	0.018	0.001	0.007	0.058	0.025
48	0.026	0.020	0.009	0.037	0.009	0.003	0.023	0.091	0.034
49	0.065	0.054	0.022	0.044	0.013	0.015	0.022	0.049	0.039
50	0.029	0.018	0.014	0.030	0.003	0.006	0.035	0.042	0.030
51	0.034	0.026	0.029	0.005	0.014	0.015	0.015	0.045	0.020
52	0.021	0.020	0.008	0.011	0.015	0.034	0.009	0.008	0.016
53	0.052	0.028	0.045	0.019	0.064	0.032	0.009	0.047	0.050
54	0.005	0.032	0.029	0.016	0.008	0.008	0.022	0.028	0.002
55	0.027	0.042	0.035	0.057	0.012	0.014	0.004	0.029	0.006
56	0.092	0.031	0.043	0.037	0.021	0.046	0.047	0.056	0.071
57	0.021	0.001	0.001	0.013	0.033	0.018	0.022	0.071	0.021
58	0.045	0.017	0.004	0.011	0.019	0.012	0.018	0.044	0.034
59	0.044	0.081	0.057	0.031	0.009	0.006	0.021	0.030	0.003
60	0.042	0.031	0.043	0.007	0.029	0.017	0.009	0.015	0.029
