Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
21	0.031	0.063	0.064	0.005	0.009	0.034	0.110	0.110	0.044
22	0.035	0.020	0.005	0.019	0.018	0.032	0.046	0.066	0.029
23	0.052	0.038	0.008	0.018	0.014	0.021	0.053	0.003	0.073
24	0.028	0.026	0.042	0.041	0.014	0.011	0.051	0.062	0.041
25	0.065	0.024	0.018	0.000	0.065	0.003	0.031	0.001	0.033
26	0.039	0.069	0.003	0.037	0.035	0.059	0.025	0.059	0.004
27	0.040	0.037	0.045	0.002	0.021	0.015	0.029	0.038	0.001
28	0.020	0.004	0.018	0.008	0.043	0.036	0.046	0.027	0.002
29	0.043	0.058	0.031	0.008	0.043	0.042	0.019	0.037	0.010
30	0.002	0.011	0.020	0.003	0.003	0.012	0.038	0.014	0.022
31	0.089	0.056	0.011	0.037	0.058	0.036	0.015	0.089	0.057
32	0.073	0.026	0.015	0.012	0.007	0.024	0.048	0.031	0.032
33	0.002	0.007	0.012	0.034	0.034	0.024	0.004	0.008	0.005
34	0.046	0.001	0.008	0.025	0.017	0.006	0.034	0.019	0.044
35	0.050	0.057	0.063	0.019	0.021	0.026	0.039	0.061	0.073
36	0.041	0.034	0.039	0.012	0.005	0.016	0.050	0.014	0.016
37	0.066	0.065	0.074	0.043	0.049	0.036	0.019	0.034	0.051
38	0.046	0.007	0.007	0.016	0.003	0.032	0.067	0.005	0.020
39	0.052	0.036	0.027	0.023	0.018	0.025	0.038	0.023	0.004
40	0.092	0.059	0.033	0.040	0.046	0.018	0.016	0.030	0.013
41	0.087	0.049	0.093	0.081	0.042	0.005	0.018	0.018	0.023
42	0.058	0.041	0.039	0.016	0.010	0.051	0.049	0.029	0.104
43	0.051	0.037	0.028	0.060	0.032	0.021	0.022	0.075	0.069
44	0.020	0.014	0.004	0.015	0.009	0.026	0.028	0.020	0.034
45	0.049	0.004	0.021	0.032	0.004	0.032	0.062	0.073	0.014
46	0.041	0.032	0.012	0.021	0.019	0.070	0.005	0.035	0.032
47	0.057	0.033	0.006	0.017	0.004	0.001	0.024	0.021	0.009
48	0.022	0.006	0.002	0.023	0.016	0.019	0.006	0.019	0.002
49	0.055	0.018	0.038	0.047	0.013	0.023	0.014	0.034	0.037
50	0.002	0.036	0.004	0.030	0.030	0.021	0.017	0.011	0.054
51	0.044	0.013	0.006	0.005	0.006	0.005	0.003	0.006	0.040
52	0.021	0.003	0.004	0.013	0.003	0.022	0.033	0.017	0.000
53	0.029	0.037	0.035	0.035	0.072	0.049	0.050	0.049	0.030
54	0.004	0.013	0.001	0.045	0.005	0.028	0.020	0.038	0.007
55	0.046	0.014	0.021	0.022	0.023	0.003	0.002	0.014	0.015
56	0.068	0.026	0.019	0.026	0.007	0.034	0.092	0.067	0.045
57	0.029	0.018	0.013	0.005	0.031	0.025	0.037	0.031	0.018
58	0.047	0.022	0.011	0.021	0.008	0.016	0.004	0.035	0.014
59	0.062	0.064	0.049	0.034	0.023	0.013	0.034	0.045	0.019
60	0.048	0.039	0.052	0.018	0.017	0.026	0.048	0.025	0.027
