Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
21	0.052	0.029	0.017	0.031	0.012	0.059	0.062	0.046	0.035
22	0.000	0.016	0.003	0.011	0.031	0.040	0.019	0.037	0.012
23	0.064	0.060	0.010	0.035	0.007	0.018	0.039	0.024	0.023
24	0.058	0.051	0.056	0.064	0.008	0.017	0.036	0.050	0.107
25	0.038	0.062	0.025	0.052	0.016	0.004	0.014	0.000	0.010
26	0.008	0.040	0.010	0.007	0.042	0.029	0.002	0.032	0.016
27	0.044	0.047	0.043	0.016	0.025	0.005	0.011	0.007	0.007
28	0.012	0.043	0.032	0.026	0.010	0.021	0.044	0.116	0.029
29	0.033	0.054	0.024	0.022	0.001	0.032	0.025	0.020	0.008
30	0.017	0.012	0.034	0.002	0.013	0.037	0.014	0.006	0.002
31	0.007	0.068	0.051	0.056	0.070	0.024	0.048	0.060	0.037
32	0.042	0.037	0.038	0.008	0.012	0.008	0.007	0.025	0.012
33	0.014	0.005	0.035	0.038	0.033	0.027	0.003	0.008	0.074
34	0.038	0.023	0.005	0.019	0.009	0.016	0.010	0.020	0.042
35	0.059	0.067	0.063	0.059	0.004	0.021	0.044	0.110	0.051
36	0.027	0.040	0.023	0.005	0.018	0.010	0.032	0.036	0.014
37	0.086	0.039	0.041	0.067	0.051	0.015	0.019	0.044	0.052
38	0.009	0.033	0.006	0.037	0.030	0.027	0.051	0.057	0.012
39	0.039	0.051	0.016	0.018	0.004	0.027	0.057	0.033	0.094
40	0.036	0.042	0.057	0.061	0.058	0.016	0.040	0.054	0.032
41	0.069	0.076	0.094	0.093	0.040	0.002	0.010	0.004	0.030
42	0.015	0.038	0.016	0.037	0.007	0.021	0.063	0.045	0.002
43	0.060	0.050	0.008	0.065	0.065	0.002	0.022	0.017	0.060
44	0.040	0.001	0.012	0.011	0.004	0.024	0.008	0.004	0.004
45	0.033	0.017	0.007	0.034	0.014	0.032	0.071	0.084	0.029
46	0.012	0.040	0.015	0.021	0.016	0.034	0.032	0.023	0.004
47	0.031	0.008	0.009	0.016	0.032	0.036	0.010	0.030	0.052
48	0.029	0.023	0.019	0.019	0.017	0.032	0.006	0.001	0.011
49	0.041	0.052	0.033	0.040	0.010	0.013	0.005	0.051	0.055
50	0.020	0.015	0.024	0.005	0.021	0.014	0.003	0.020	0.013
51	0.037	0.016	0.001	0.023	0.033	0.018	0.006	0.084	0.023
52	0.020	0.033	0.001	0.005	0.029	0.008	0.001	0.040	0.019
53	0.019	0.053	0.031	0.056	0.054	0.049	0.022	0.052	0.046
54	0.030	0.018	0.018	0.021	0.027	0.066	0.031	0.035	0.019
55	0.029	0.021	0.030	0.013	0.029	0.002	0.011	0.005	0.014
56	0.062	0.031	0.041	0.029	0.005	0.029	0.062	0.081	0.062
57	0.029	0.025	0.007	0.007	0.012	0.012	0.032	0.021	0.024
58	0.029	0.004	0.007	0.013	0.002	0.027	0.008	0.027	0.049
59	0.078	0.047	0.044	0.023	0.044	0.012	0.034	0.018	0.032
60	0.025	0.041	0.002	0.002	0.012	0.051	0.055	0.014	0.048
