Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
21	0.012	0.018	0.014	0.010	0.009	0.066	0.031	0.061	0.006
22	0.036	0.003	0.029	0.015	0.027	0.038	0.000	0.049	0.057
23	0.022	0.031	0.017	0.000	0.022	0.007	0.046	0.042	0.053
24	0.051	0.049	0.049	0.054	0.002	0.036	0.007	0.032	0.007
25	0.022	0.045	0.037	0.028	0.015	0.023	0.012	0.021	0.018
26	0.105	0.026	0.003	0.014	0.024	0.018	0.063	0.024	0.043
27	0.061	0.061	0.029	0.010	0.011	0.017	0.036	0.021	0.035
28	0.023	0.029	0.024	0.034	0.017	0.032	0.069	0.042	0.011
29	0.036	0.083	0.061	0.033	0.014	0.052	0.005	0.010	0.068
30	0.021	0.016	0.001	0.016	0.023	0.045	0.019	0.017	0.000
31	0.031	0.051	0.048	0.032	0.063	0.031	0.054	0.025	0.014
32	0.053	0.049	0.047	0.004	0.005	0.002	0.020	0.022	0.030
33	0.049	0.012	0.003	0.033	0.043	0.020	0.016	0.024	0.016
34	0.080	0.013	0.012	0.039	0.020	0.005	0.007	0.014	0.041
35	0.079	0.061	0.059	0.065	0.012	0.023	0.017	0.091	0.007
36	0.002	0.044	0.013	0.007	0.005	0.020	0.002	0.027	0.055
37	0.045	0.029	0.049	0.061	0.032	0.016	0.019	0.041	0.018
38	0.052	0.038	0.031	0.008	0.028	0.027	0.070	0.030	0.046
39	0.038	0.012	0.013	0.023	0.003	0.041	0.029	0.041	0.042
40	0.079	0.058	0.070	0.083	0.033	0.038	0.004	0.043	0.060
41	0.081	0.060	0.045	0.062	0.049	0.009	0.020	0.007	0.009
42	0.016	0.032	0.000	0.007	0.010	0.026	0.103	0.034	0.046
43	0.051	0.037	0.009	0.038	0.059	0.010	0.011	0.048	0.015
44	0.034	0.020	0.005	0.033	0.028	0.015	0.001	0.020	0.017
45	0.026	0.010	0.003	0.027	0.007	0.032	0.053	0.080	0.031
46	0.008	0.040	0.023	0.003	0.025	0.028	0.034	0.050	0.020
47	0.036	0.023	0.033	0.038	0.049	0.010	0.046	0.014	0.012
48	0.005	0.000	0.016	0.009	0.022	0.012	0.008	0.016	0.031
49	0.057	0.060	0.030	0.038	0.008	0.013	0.002	0.017	0.032
50	0.041	0.006	0.014	0.026	0.029	0.032	0.009	0.001	0.049
51	0.032	0.026	0.038	0.008	0.017	0.040	0.001	0.013	0.010
52	0.003	0.013	0.011	0.025	0.012	0.012	0.028	0.009	0.004
53	0.008	0.020	0.027	0.052	0.047	0.035	0.013	0.044	0.087
54	0.022	0.004	0.042	0.037	0.008	0.052	0.006	0.033	0.010
55	0.008	0.019	0.017	0.003	0.020	0.009	0.014	0.007	0.010
56	0.042	0.033	0.035	0.004	0.006	0.025	0.059	0.083	0.014
57	0.033	0.026	0.003	0.012	0.041	0.011	0.011	0.032	0.020
58	0.069	0.005	0.010	0.001	0.011	0.046	0.026	0.026	0.034
59	0.093	0.048	0.040	0.054	0.054	0.004	0.019	0.024	0.036
60	0.022	0.025	0.011	0.004	0.021	0.042	0.044	0.035	0.058
