Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
21	0.024	0.050	0.023	0.016	0.030	0.028	0.077	0.050	0.002
22	0.017	0.009	0.022	0.025	0.014	0.004	0.026	0.041	0.035
23	0.048	0.043	0.008	0.018	0.010	0.012	0.008	0.017	0.090
24	0.049	0.062	0.042	0.060	0.021	0.031	0.025	0.069	0.026
25	0.065	0.019	0.044	0.024	0.048	0.014	0.017	0.026	0.050
26	0.027	0.016	0.016	0.032	0.032	0.069	0.038	0.027	0.033
27	0.003	0.010	0.017	0.004	0.000	0.024	0.011	0.040	0.048
28	0.007	0.003	0.027	0.013	0.029	0.030	0.051	0.038	0.001
29	0.057	0.066	0.037	0.018	0.040	0.034	0.009	0.015	0.025
30	0.044	0.001	0.003	0.025	0.001	0.026	0.040	0.007	0.006
31	0.080	0.032	0.024	0.014	0.047	0.060	0.042	0.057	0.023
32	0.058	0.026	0.013	0.015	0.001	0.010	0.030	0.005	0.025
33	0.003	0.004	0.017	0.003	0.015	0.045	0.006	0.004	0.000
34	0.047	0.050	0.014	0.013	0.002	0.004	0.006	0.014	0.021
35	0.072	0.046	0.028	0.020	0.036	0.041	0.060	0.098	0.063
36	0.041	0.021	0.020	0.003	0.007	0.012	0.013	0.049	0.042
37	0.070	0.068	0.086	0.074	0.038	0.001	0.021	0.023	0.090
38	0.061	0.032	0.009	0.020	0.031	0.006	0.015	0.018	0.014
39	0.042	0.047	0.009	0.016	0.003	0.025	0.044	0.104	0.036
40	0.066	0.013	0.059	0.036	0.029	0.012	0.013	0.013	0.045
41	0.078	0.055	0.050	0.058	0.052	0.003	0.000	0.028	0.010
42	0.036	0.031	0.046	0.023	0.007	0.010	0.025	0.035	0.096
43	0.033	0.062	0.059	0.055	0.071	0.010	0.049	0.007	0.043
44	0.020	0.008	0.015	0.015	0.007	0.026	0.031	0.007	0.003
45	0.024	0.023	0.035	0.000	0.004	0.029	0.045	0.018	0.022
46	0.006	0.039	0.030	0.021	0.012	0.054	0.018	0.043	0.056
47	0.044	0.034	0.018	0.002	0.001	0.011	0.000	0.031	0.013
48	0.017	0.013	0.012	0.029	0.017	0.003	0.001	0.053	0.027
49	0.057	0.073	0.036	0.041	0.011	0.006	0.011	0.022	0.056
50	0.027	0.005	0.012	0.053	0.011	0.049	0.041	0.026	0.024
51	0.024	0.026	0.012	0.008	0.018	0.008	0.022	0.017	0.011
52	0.004	0.005	0.009	0.002	0.021	0.009	0.027	0.014	0.006
53	0.020	0.039	0.043	0.036	0.053	0.039	0.043	0.060	0.063
54	0.004	0.019	0.013	0.015	0.017	0.002	0.027	0.031	0.004
55	0.057	0.040	0.029	0.053	0.025	0.009	0.000	0.033	0.036
56	0.061	0.044	0.037	0.032	0.007	0.017	0.049	0.063	0.075
57	0.013	0.003	0.020	0.001	0.016	0.027	0.032	0.061	0.030
58	0.050	0.014	0.007	0.000	0.012	0.023	0.026	0.028	0.030
59	0.053	0.064	0.055	0.017	0.009	0.021	0.018	0.026	0.033
60	0.057	0.023	0.020	0.045	0.035	0.021	0.026	0.000	0.039
