Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.140	0.087	0.120	0.073	0.024	0.234	0.145	0.251	0.039
 2	0.082	0.003	0.017	0.024	0.025	0.054	0.035	0.009	0.115
 3	0.112	0.079	0.003	0.027	0.033	1.098	0.051	0.064	0.059
 4	0.038	0.073	0.040	0.068	0.077	0.021	0.059	0.032	0.004
 5	0.021	0.058	0.042	0.081	0.075	0.034	0.050	0.036	0.139
 6	0.022	0.054	0.047	0.048	0.022	0.078	0.474	0.050	0.025
 7	0.039	0.375	0.027	0.026	0.014	0.037	0.058	0.037	0.109
 8	0.066	0.069	0.020	0.064	0.046	0.141	0.100	0.042	0.068
 9	0.061	0.012	0.029	0.047	0.006	0.100	0.001	0.062	0.142
10	0.059	0.102	0.072	0.104	0.037	0.015	0.005	0.046	0.098
11	0.045	0.048	0.030	0.123	0.006	0.073	0.020	0.431	0.011
12	0.103	0.046	0.125	0.031	0.010	0.018	0.054	0.083	0.117
13	0.022	0.078	0.024	0.024	0.061	0.055	0.091	0.095	0.034
14	0.029	0.020	0.005	0.009	0.023	0.083	0.038	0.065	0.050
15	0.054	0.096	0.026	0.026	0.012	0.069	0.081	0.025	0.031
16	0.007	0.031	0.003	0.015	0.048	0.010	0.025	0.052	0.993
17	0.049	0.022	0.053	0.010	0.027	0.073	0.013	0.050	0.120
18	0.042	0.063	0.015	0.044	0.056	0.027	0.022	0.013	0.134
19	0.045	0.011	0.076	0.006	0.017	0.075	0.008	0.010	0.117
20	0.039	0.061	0.089	0.039	0.016	0.067	0.112	0.065	0.185
21	0.060	0.062	0.052	0.079	0.006	0.062	0.029	0.032	0.070
22	0.022	0.089	0.016	0.081	0.017	0.019	0.061	0.056	0.152
23	0.067	0.012	0.062	1.145	0.140	0.070	0.091	0.109	0.021
24	0.017	0.038	0.041	0.041	0.039	0.069	0.044	0.048	0.070
25	0.013	0.065	0.016	0.006	0.014	0.030	0.034	0.040	0.007
26	0.068	0.011	0.079	0.016	0.048	0.033	0.039	0.013	0.019
27	0.019	0.043	0.057	0.042	0.059	0.123	0.131	0.114	0.087
28	0.211	0.192	0.172	0.139	0.132	0.129	0.080	0.112	0.112
29	0.722	0.100	0.097	0.073	0.080	0.034	0.060	0.051	0.108
30	0.021	0.079	0.076	0.011	0.042	0.055	0.017	0.038	0.004
31	0.041	0.037	0.077	0.030	0.061	0.023	0.001	0.023	0.053
32	0.033	0.018	0.041	0.048	0.009	0.010	0.025	0.044	0.092
33	0.121	0.076	0.078	0.041	0.032	0.033	0.013	0.024	0.003
34	0.109	0.035	0.074	0.031	0.423	0.004	0.007	0.027	0.085
35	0.090	0.033	0.485	0.013	0.117	0.003	0.025	0.071	0.055
36	0.094	0.072	0.000	0.083	0.069	0.038	0.006	0.022	0.168
37	0.032	0.044	0.043	0.107	0.015	0.041	0.059	0.075	0.002
38	0.089	0.047	0.009	0.113	0.010	0.127	0.127	0.116	0.027
39	0.009	0.039	0.067	0.111	0.082	0.145	0.105	0.079	0.065
40	0.039	0.101	0.035	0.051	0.048	0.117	0.026	0.043	0.056
dist2cax	81.825	61.471	41.243	20.999	0.873	-19.321	-39.464	-59.643	-80.046
