Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.160	0.107	0.111	0.102	0.042	0.172	0.143	0.256	0.054
 2	0.127	0.011	0.047	-0.000	-0.026	0.051	-0.059	-0.066	-0.076
 3	0.136	0.065	0.112	0.064	0.063	-0.821	0.083	0.090	-0.052
 4	0.008	-0.082	-0.063	-0.064	-0.132	0.026	0.041	-0.081	0.083
 5	-0.061	-0.089	-0.017	0.007	-0.083	0.023	-0.029	-0.064	-0.118
 6	0.038	0.045	-0.018	-0.017	-0.004	0.066	-0.506	-0.090	-0.141
 7	-0.057	0.436	-0.137	-0.054	-0.099	-0.097	-0.104	-0.187	0.005
 8	-0.065	0.001	0.040	0.078	0.093	0.193	0.153	0.128	-0.064
 9	0.029	0.022	-0.028	-0.001	-0.027	0.069	-0.048	-0.084	-0.220
10	-0.060	-0.061	-0.018	0.068	-0.036	0.088	0.088	0.034	-0.099
11	-0.090	-0.077	-0.039	-0.025	-0.043	0.033	0.039	-0.450	-0.005
12	-0.039	-0.048	-0.130	0.025	0.007	0.141	0.142	0.034	-0.042
13	-0.040	-0.086	-0.060	0.055	0.016	0.038	0.106	0.136	-0.082
14	0.042	0.029	0.058	0.040	0.072	0.067	0.109	0.186	0.064
15	-0.054	-0.057	-0.052	-0.021	-0.084	-0.053	-0.072	0.004	-0.053
16	-0.030	-0.074	-0.056	-0.007	-0.003	0.012	-0.100	-0.019	1.159
17	0.035	0.029	0.070	0.070	0.088	0.058	-0.017	-0.012	-0.109
18	-0.083	-0.129	-0.011	0.001	-0.005	0.005	-0.004	-0.000	0.026
19	-0.037	-0.010	0.057	0.056	0.000	-0.013	-0.009	-0.045	-0.135
20	0.077	-0.104	0.047	0.021	0.054	-0.029	0.049	0.108	-0.081
21	-0.122	-0.156	-0.065	0.018	0.025	-0.013	-0.005	0.031	0.160
22	-0.026	-0.035	-0.034	0.033	0.021	-0.024	-0.064	-0.027	-0.064
23	0.029	-0.001	0.071	-1.192	0.124	0.065	0.090	0.048	-0.036
24	0.004	-0.131	-0.023	0.027	0.050	-0.025	-0.017	-0.004	0.117
25	0.045	-0.077	0.006	0.026	0.058	-0.004	-0.052	0.011	0.015
26	0.076	-0.029	0.023	0.072	0.080	-0.030	-0.041	-0.018	0.077
27	0.076	0.032	0.034	0.131	0.108	0.102	0.098	0.147	0.107
28	0.175	0.177	0.163	0.159	0.195	0.146	0.066	0.056	-0.157
29	-0.789	0.110	0.095	0.119	0.179	0.072	0.074	0.057	0.080
30	-0.005	0.055	0.093	0.084	0.169	0.070	0.069	0.093	-0.045
31	0.030	0.010	0.037	0.025	0.130	0.020	-0.027	0.015	0.092
32	0.037	0.004	0.027	0.025	0.107	0.003	0.028	0.038	-0.065
33	0.136	0.122	0.110	0.103	0.165	0.038	0.020	0.015	-0.044
34	0.093	0.093	0.068	0.072	-1.793	0.032	0.035	0.054	-0.053
35	0.066	0.054	-0.395	0.073	-0.011	0.007	0.009	0.070	0.074
36	0.093	0.016	-0.001	0.038	0.162	-0.014	-0.062	-0.019	-0.177
37	-0.012	-0.109	-0.056	-0.065	0.111	-0.131	-0.060	-0.098	-0.016
38	0.140	0.060	-0.027	-0.089	0.046	-0.215	-0.114	-0.215	-0.099
39	-0.062	-0.054	-0.088	-0.063	0.027	-0.121	-0.067	-0.133	-0.082
40	0.056	0.012	0.117	0.075	0.242	0.045	0.069	0.058	0.069
dist2cax	81.180	60.967	40.685	20.526	0.429	-19.804	-39.924	-60.144	-80.398
