Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.150	0.146	0.106	0.101	0.050	0.091	0.082	0.189	0.164
 2	0.103	0.024	0.022	-0.014	-0.025	0.007	-0.015	-0.107	-0.005
 3	0.103	0.085	0.040	0.033	0.065	0.030	-0.006	-0.010	-0.072
 4	-0.053	-0.097	-0.103	-0.121	-0.158	-0.043	-0.103	-0.131	0.010
 5	0.022	0.000	-0.003	0.005	-0.055	-0.013	-0.043	-0.037	-0.091
 6	0.078	0.024	-0.023	-0.038	-0.040	-0.026	-0.075	-0.106	-0.021
 7	-0.145	-0.094	-0.080	-0.082	-0.014	-0.087	-0.074	-0.068	-0.010
 8	-0.024	0.045	0.081	0.070	0.119	0.106	0.128	0.143	0.036
 9	0.093	0.073	0.043	-0.021	0.017	0.041	-0.051	-0.049	-0.099
10	-0.055	-0.038	-0.033	0.033	-0.004	0.045	0.039	-0.032	-0.068
11	-0.115	-0.064	-0.053	-0.121	-0.056	-0.071	0.023	-0.113	0.037
12	-0.078	-0.006	-0.014	0.032	0.073	0.054	0.088	0.023	-0.133
13	-0.046	-0.069	-0.054	-0.020	0.002	-0.073	0.037	0.059	-0.027
14	0.009	0.003	0.032	0.016	0.009	0.014	0.053	0.105	0.093
15	-0.048	0.001	0.007	0.052	0.029	-0.058	0.068	0.119	0.044
16	-0.080	-0.045	-0.006	0.001	0.024	0.015	-0.020	-0.044	0.170
17	-0.038	0.026	-0.001	0.008	0.000	-0.031	-0.037	0.002	-0.062
18	-0.085	-0.072	-0.058	-0.064	-0.088	-0.060	-0.090	-0.035	0.062
19	-0.057	-0.057	0.012	-0.016	-0.048	-0.070	-0.112	-0.042	-0.119
20	0.056	-0.012	0.043	-0.025	-0.026	-0.119	0.059	0.047	0.013
21	-0.022	-0.001	0.023	0.058	0.028	0.048	0.001	0.108	0.068
22	-0.102	-0.091	-0.127	-0.080	-0.080	-0.116	-0.086	-0.044	-0.091
23	0.005	-0.014	0.055	0.073	0.083	0.067	0.071	0.078	-0.009
24	-0.024	-0.061	-0.081	0.038	-0.033	0.008	-0.008	-0.043	0.164
25	-0.003	-0.061	-0.010	0.009	0.005	0.004	-0.027	0.019	0.111
26	0.020	0.001	-0.015	-0.004	0.004	-0.068	-0.051	-0.033	0.060
27	0.038	0.046	0.039	0.080	0.083	0.109	0.114	0.177	0.121
28	0.168	0.124	0.124	0.137	0.168	0.152	0.098	0.069	-0.189
29	0.129	0.102	0.119	0.091	0.102	0.112	0.072	0.017	0.046
30	0.062	0.140	0.078	-0.005	0.036	0.072	0.060	0.065	0.006
31	0.025	0.023	0.007	0.020	0.015	0.056	0.016	0.018	0.008
32	0.001	0.051	-0.003	0.022	0.005	-0.000	-0.010	-0.055	-0.066
33	0.083	0.089	0.024	0.020	-0.050	0.004	-0.009	-0.026	0.031
34	0.042	0.049	0.077	0.057	0.035	0.075	0.048	0.021	-0.058
35	0.005	0.050	0.039	0.051	0.054	0.065	0.075	0.077	0.064
36	-0.006	-0.014	-0.018	-0.022	0.044	0.019	0.012	-0.014	-0.144
37	-0.062	-0.117	-0.096	-0.090	-0.121	-0.108	-0.073	-0.073	-0.013
38	0.048	-0.022	-0.025	-0.114	-0.093	-0.169	-0.138	-0.136	0.002
39	-0.131	-0.076	-0.129	-0.128	-0.132	-0.071	-0.130	-0.129	-0.052
40	0.005	-0.024	0.026	0.017	0.037	0.046	0.073	0.051	0.080
dist2cax	81.129	60.947	40.632	20.412	0.237	-19.810	-39.955	-60.200	-80.503
