Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.199	0.198	0.139	0.099	0.053	0.221	0.192	0.243	0.042
 2	0.085	0.076	0.039	-0.039	-0.080	0.011	-0.048	-0.020	-0.136
 3	0.078	0.111	-0.002	0.056	-0.029	-0.857	0.056	0.010	0.005
 4	-0.027	-0.005	-0.040	-0.109	-0.111	0.034	-0.001	-0.049	0.024
 5	-0.076	-0.117	-0.118	-0.153	-0.151	-0.006	-0.042	-0.061	-0.121
 6	0.045	0.004	-0.018	-0.030	-0.022	0.038	-0.473	-0.078	-0.062
 7	-0.052	-0.072	-0.040	-0.136	-0.042	-0.069	-0.074	-0.067	0.030
 8	-0.036	0.008	0.044	0.005	0.089	0.214	0.088	0.094	-0.040
 9	0.054	0.047	0.040	-0.037	-0.008	0.045	-0.002	-0.019	-0.185
10	-0.068	-0.097	-0.047	-0.026	-0.051	0.052	0.016	-0.016	-0.107
11	-0.066	-0.105	-0.068	-0.099	-0.137	0.013	0.007	-0.531	-0.008
12	0.013	-0.002	-0.045	0.009	0.014	0.058	0.099	-0.021	-0.038
13	-0.015	-0.083	-0.065	-0.040	-0.010	0.047	0.064	0.132	-0.056
14	0.032	0.009	0.036	0.047	0.070	0.084	0.097	0.122	0.038
15	-0.071	-0.045	-0.015	0.011	0.071	0.059	-0.031	0.027	-0.100
16	-0.072	-0.038	-0.049	-0.030	0.066	0.019	0.029	0.016	1.141
17	0.044	0.044	0.101	-0.006	0.095	0.050	0.012	0.007	-0.117
18	-0.066	-0.107	-0.002	-0.055	-0.013	-0.021	-0.009	-0.006	-0.071
19	-0.018	-0.013	-0.026	-0.032	0.022	0.003	-0.029	-0.034	-0.111
20	0.061	0.024	0.112	0.037	0.094	0.084	0.075	0.139	-0.011
21	-0.096	-0.142	-0.108	-0.164	-0.018	-0.067	-0.042	0.047	0.086
22	-0.059	-0.111	-0.072	-0.050	0.049	-0.005	-0.057	-0.050	-0.111
23	0.030	-0.052	0.054	1.337	0.164	0.087	0.102	0.070	-0.058
24	0.034	-0.150	0.020	0.034	0.145	-0.008	0.026	0.037	0.159
25	0.013	-0.075	-0.052	-0.111	0.038	0.001	-0.033	-0.048	0.027
26	0.045	-0.096	-0.006	-0.064	0.059	-0.039	-0.056	-0.039	0.073
27	0.054	-0.021	0.079	0.037	0.202	0.120	0.115	0.161	0.091
28	0.247	0.157	0.186	0.100	0.220	0.148	0.112	0.129	-0.111
29	-0.798	1.052	0.112	0.004	0.155	0.074	0.023	0.058	0.087
30	0.008	0.042	0.095	0.049	0.190	0.034	0.058	0.099	-0.006
31	0.049	-0.005	0.083	-0.014	0.161	0.092	-0.064	-0.060	0.124
32	0.028	-0.053	0.045	-0.033	0.098	-0.019	-0.033	0.006	-0.040
33	0.135	0.059	0.079	-0.020	0.153	-0.007	-0.005	-0.012	0.008
34	0.095	0.011	0.083	-0.039	-1.966	-0.001	0.055	0.022	-0.017
35	0.116	0.008	-0.379	0.039	-0.010	0.038	0.063	0.075	0.039
36	0.091	-0.036	0.008	-0.030	0.168	-0.000	0.032	-0.008	-0.210
37	-0.009	-0.121	-0.081	-0.129	0.078	-0.101	-0.047	-0.069	-0.038
38	0.085	-0.021	-0.049	-0.138	0.042	-0.180	-0.146	-0.194	-0.063
39	-0.047	-0.119	-0.057	-0.159	0.070	-0.151	-0.110	-0.104	-0.117
40	0.011	-0.098	0.051	-0.064	0.165	-0.048	0.036	0.049	0.026
dist2cax	81.817	61.584	41.265	21.087	0.902	-19.155	-39.352	-59.558	-79.925
