Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.138	0.106	0.128	0.076	0.026	0.063	0.083	0.145	0.086
 2	0.089	0.060	0.050	0.013	-0.048	-0.006	-0.084	-0.099	-0.068
 3	0.141	0.162	0.121	0.126	0.133	0.109	0.089	0.009	0.001
 4	-0.053	-0.058	-0.050	-0.066	-0.106	-0.085	-0.077	-0.076	0.020
 5	-0.012	0.006	0.019	0.038	-0.014	-0.038	-0.017	-0.032	0.004
 6	0.008	0.063	-0.025	-0.012	0.031	-0.050	-0.075	-0.086	-0.103
 7	-0.024	-0.048	-0.210	-0.033	0.011	-0.000	0.002	-0.043	0.043
 8	-0.017	0.007	0.010	0.005	0.051	0.082	0.086	0.054	-0.081
 9	0.079	0.052	0.033	-0.069	-0.004	-0.067	-0.125	-0.083	-0.074
10	-0.083	-0.049	-0.020	-0.005	-0.017	-0.013	-0.044	0.010	-0.092
11	-0.054	-0.118	-0.083	-0.090	-0.042	-0.061	0.009	-0.095	0.053
12	0.010	0.019	0.048	0.043	0.057	0.138	0.138	0.136	0.125
13	-0.078	-0.076	-0.090	-0.041	0.017	0.012	0.040	0.079	0.020
14	-0.051	-0.029	0.013	-0.021	0.009	-0.019	0.008	0.028	0.027
15	-0.055	-0.034	-0.021	-0.017	0.020	-0.002	0.042	0.084	-0.002
16	-0.051	-0.030	-0.057	-0.061	-0.097	-0.052	-0.037	-0.034	0.075
17	0.035	0.029	0.066	0.014	0.046	0.004	-0.033	-0.031	-0.081
18	-0.109	-0.075	-0.064	-0.060	-0.040	-0.034	-0.039	0.019	0.003
19	-0.064	-0.105	-0.058	-0.084	-0.109	-0.083	-0.099	-0.114	-0.120
20	-0.022	0.028	0.078	0.047	-0.029	0.050	0.038	0.079	0.017
21	-0.010	-0.071	-0.022	0.047	0.052	0.029	0.057	0.124	0.049
22	-0.090	-0.089	-0.046	-0.051	-0.092	-0.097	-0.109	-0.095	-0.020
23	-0.038	-0.008	0.046	0.047	0.048	0.002	0.086	0.069	-0.003
24	-0.002	0.005	0.030	0.030	-0.009	0.049	0.044	0.059	0.198
25	-0.054	-0.034	-0.029	-0.003	-0.012	-0.029	-0.021	-0.038	0.080
26	-0.018	-0.103	-0.041	-0.024	-0.032	-0.079	-0.047	-0.060	-0.006
27	-0.011	0.005	-0.004	0.027	0.057	0.049	0.095	0.106	0.148
28	0.172	0.125	0.112	0.148	0.097	0.107	0.048	0.058	-0.158
29	0.139	0.120	0.112	0.092	0.075	0.105	0.055	0.042	0.101
30	0.052	0.104	0.068	0.020	0.035	-0.027	0.054	0.046	-0.020
31	0.009	0.027	0.039	0.025	0.018	0.024	0.003	-0.022	0.055
32	-0.006	-0.028	0.015	0.014	0.015	0.015	0.024	-0.017	-0.042
33	0.101	0.074	0.056	0.067	0.006	0.031	0.034	0.001	-0.007
34	0.078	0.021	0.038	0.005	0.033	0.064	0.061	0.040	-0.095
35	-0.013	0.023	-0.016	-0.006	-0.013	0.041	0.054	0.060	0.108
36	0.050	0.032	-0.023	-0.004	-0.004	-0.016	-0.038	-0.102	-0.128
37	-0.045	-0.059	-0.126	-0.102	-0.051	-0.030	-0.094	-0.077	0.041
38	0.012	0.056	-0.001	-0.031	-0.040	-0.096	-0.175	-0.163	-0.044
39	-0.090	-0.022	-0.062	-0.090	-0.073	-0.053	-0.048	-0.032	-0.074
40	0.009	-0.019	0.033	0.051	0.063	0.024	0.074	0.110	0.028
dist2cax	81.700	61.428	41.151	21.020	0.825	-19.383	-39.446	-59.699	-79.991
