Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.168	0.090	0.101	0.118	0.049	0.164	0.143	0.246	0.067
 2	0.110	0.018	0.014	0.015	-0.032	0.055	0.002	-0.032	-0.080
 3	0.150	0.133	0.025	0.082	-0.036	-0.864	0.104	0.073	-0.020
 4	0.013	-0.050	-0.034	-0.001	-0.058	0.042	-0.006	-0.016	-0.000
 5	-0.070	-0.064	-0.003	0.004	-0.072	0.037	-0.010	-0.081	-0.102
 6	0.034	0.014	-0.060	0.033	-0.015	0.073	-0.474	-0.019	-0.102
 7	-0.135	0.324	-0.092	-0.132	-0.142	-0.054	-0.065	-0.152	-0.079
 8	-0.046	-0.046	0.009	0.072	0.040	0.182	0.096	0.076	-0.051
 9	0.100	-0.013	-0.014	-0.001	0.004	0.054	-0.023	-0.086	-0.115
10	-0.096	-0.040	-0.011	0.011	-0.024	0.094	0.052	0.006	-0.114
11	-0.061	-0.038	-0.019	-0.059	-0.032	0.036	-0.023	-0.582	-0.003
12	-0.026	-0.010	0.002	-0.013	0.015	0.026	0.084	0.011	-0.121
13	-0.058	-0.112	-0.003	0.065	0.003	0.059	0.058	0.126	0.002
14	0.053	-0.033	0.004	0.076	0.081	0.030	0.034	0.156	0.037
15	-0.059	-0.088	-0.057	0.019	0.010	0.033	0.063	0.109	-0.041
16	-0.047	-0.044	-0.098	-0.032	-0.004	0.021	-0.063	-0.035	1.106
17	0.063	0.031	0.101	0.071	0.076	0.059	-0.018	0.013	-0.089
18	-0.050	-0.094	0.014	0.017	-0.019	0.029	-0.008	-0.004	0.002
19	-0.011	-0.009	0.040	0.081	0.043	-0.000	-0.049	-0.008	-0.121
20	0.083	0.020	0.088	0.107	0.081	0.024	0.052	0.129	-0.089
21	-0.151	-0.197	-0.136	-0.087	-0.080	-0.070	-0.023	-0.034	0.145
22	-0.045	-0.063	-0.037	0.009	0.004	-0.068	-0.043	-0.049	-0.086
23	0.032	-0.012	0.057	-1.194	0.138	0.075	0.110	0.070	-0.032
24	0.005	-0.063	0.015	-0.057	0.072	0.049	0.010	0.006	0.174
25	-0.011	-0.063	0.001	0.013	0.059	-0.015	-0.030	0.037	0.058
26	0.066	-0.023	-0.005	0.055	0.090	-0.024	-0.038	0.022	0.051
27	0.041	0.030	0.045	0.120	0.176	0.081	0.067	0.151	0.089
28	0.255	0.210	0.220	0.235	0.237	0.182	0.136	0.091	-0.150
29	-0.819	0.045	0.085	0.124	0.168	0.063	0.043	0.051	0.051
30	-0.019	0.066	0.087	0.054	0.139	0.027	0.061	0.061	0.018
31	0.030	-0.032	0.016	0.033	0.082	0.029	-0.041	-0.046	0.095
32	0.026	0.014	0.012	0.006	0.124	-0.030	-0.011	-0.041	-0.053
33	0.133	0.066	0.085	0.094	0.172	-0.015	0.018	0.006	-0.034
34	0.148	0.084	0.070	0.082	-1.904	0.069	0.034	0.006	-0.105
35	0.111	0.067	-0.408	0.102	0.075	0.018	0.007	0.029	0.055
36	0.062	0.080	-0.038	0.062	0.189	-0.020	0.012	0.004	-0.184
37	-0.027	-0.043	-0.047	-0.071	0.112	-0.099	-0.029	-0.055	-0.012
38	0.115	-0.004	0.010	-0.077	0.062	-0.176	-0.116	-0.149	-0.047
39	-0.041	-0.080	-0.070	-0.059	0.033	-0.140	-0.113	-0.110	-0.086
40	0.052	0.004	0.098	0.088	0.169	0.016	0.057	0.075	0.033
dist2cax	81.170	60.958	40.650	20.494	0.350	-19.737	-39.924	-60.110	-80.452
