Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.197	0.165	0.121	0.165	0.037	0.237	0.144	0.196	0.043
 2	0.112	0.017	0.039	0.058	-0.035	0.009	-0.056	-0.037	-0.130
 3	0.100	0.059	0.065	0.137	0.079	-0.827	0.061	0.108	0.034
 4	0.045	-0.013	-0.009	-0.047	-0.099	0.054	-0.029	-0.020	0.002
 5	-0.048	-0.038	0.001	-0.046	-0.065	0.052	-0.054	-0.026	-0.166
 6	0.056	-0.009	-0.009	0.029	-0.038	0.061	-0.459	-0.113	-0.066
 7	-0.161	0.345	-0.123	-0.096	-0.135	-0.035	-0.053	-0.122	0.015
 8	-0.148	-0.032	-0.030	0.070	0.040	0.138	0.136	0.142	-0.044
 9	0.044	0.008	-0.012	0.010	-0.024	0.051	-0.042	-0.020	-0.139
10	-0.074	-0.059	-0.072	0.001	-0.041	0.034	0.039	-0.008	-0.150
11	-0.062	-0.071	-0.070	-0.040	-0.066	0.057	-0.003	-0.586	-0.059
12	0.079	0.024	-0.031	0.065	0.033	0.075	0.136	0.083	0.020
13	-0.015	-0.068	-0.040	0.009	0.002	0.045	0.062	0.128	-0.027
14	0.026	-0.017	0.048	0.038	0.112	0.042	0.076	0.200	0.045
15	0.005	-0.117	-0.014	0.037	0.029	0.008	0.082	0.034	-0.051
16	-0.047	-0.131	-0.078	-0.045	-0.025	0.035	-0.014	-0.013	1.166
17	0.046	0.033	0.060	0.081	0.084	0.053	0.005	-0.001	-0.107
18	-0.016	-0.083	0.002	-0.020	0.009	-0.001	-0.058	-0.058	-0.034
19	-0.017	-0.009	0.039	0.037	-0.015	0.007	-0.014	-0.034	-0.116
20	0.055	-0.088	0.032	0.008	0.107	-0.030	0.049	-0.021	0.008
21	-0.164	-0.164	-0.094	-0.019	-0.003	-0.039	0.008	-0.000	0.101
22	-0.029	-0.040	-0.026	-0.015	-0.010	-0.062	-0.033	-0.063	-0.121
23	-0.005	-0.014	0.043	-1.181	0.104	0.063	0.039	0.072	-0.053
24	-0.023	-0.107	0.004	-0.042	0.027	-0.014	-0.012	0.017	0.090
25	-0.096	-0.133	-0.077	-0.050	-0.049	-0.022	-0.040	-0.013	-0.009
26	0.082	0.008	0.030	0.004	0.069	-0.040	-0.012	-0.016	0.064
27	0.040	0.023	0.040	0.112	0.185	0.090	0.118	0.186	0.098
28	0.240	0.162	0.196	0.203	0.265	0.153	0.123	0.109	-0.102
29	-0.801	0.124	0.116	0.130	0.212	0.087	0.076	0.040	0.027
30	0.005	0.078	0.126	0.106	0.158	0.012	0.047	0.087	-0.047
31	0.026	0.002	0.031	0.030	0.093	0.027	-0.045	-0.053	0.118
32	0.064	0.009	0.060	0.037	0.115	0.021	-0.024	0.011	-0.072
33	0.154	0.084	0.080	0.075	0.155	0.049	-0.012	0.004	-0.004
34	0.141	0.063	0.108	0.084	-1.791	0.026	0.078	0.042	-0.050
35	0.123	0.077	-0.392	0.106	-0.022	0.053	0.053	0.077	0.026
36	0.059	0.051	-0.018	0.054	0.200	-0.031	-0.010	-0.002	-0.135
37	-0.037	-0.042	-0.047	-0.062	0.122	-0.134	-0.064	-0.052	-0.032
38	0.059	0.002	-0.038	-0.025	0.034	-0.160	-0.211	-0.167	-0.045
39	-0.031	-0.047	-0.071	-0.021	0.050	-0.089	-0.100	-0.125	-0.088
40	0.092	0.022	0.077	0.088	0.188	-0.005	0.071	0.071	0.053
dist2cax	81.300	61.131	40.848	20.662	0.540	-19.668	-39.729	-60.006	-80.416
