Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.176	0.141	0.128	-0.399	1.237	2.650	0.155	0.207	0.065
 2	0.075	-0.037	0.022	-0.491	1.289	0.217	-0.006	-0.006	-0.091
 3	0.073	0.055	-0.025	-0.416	2.855	-0.636	0.093	0.038	0.033
 4	0.015	-0.052	-0.014	-0.594	-2.400	0.269	0.006	-0.005	0.011
 5	-0.041	-0.073	-0.030	3.794	1.443	0.239	-0.001	-0.037	-0.101
 6	-0.009	0.009	-0.077	-0.703	-0.282	0.308	-0.452	-0.138	-0.050
 7	-0.113	0.393	-0.084	-0.760	-0.485	0.194	-0.148	-0.112	-0.077
 8	-0.101	-0.043	-0.039	-0.691	-0.687	-3.169	0.136	0.167	-0.087
 9	0.037	-0.046	-0.028	-0.798	-3.412	0.350	-0.013	-0.112	-0.172
10	-0.062	-0.048	-0.013	-0.729	-0.079	0.423	0.011	-0.001	-0.143
11	-0.133	-0.118	-0.044	-0.827	-0.281	0.393	-0.043	-0.551	-0.041
12	0.046	-0.011	-0.072	-0.835	-0.033	-4.546	0.030	-0.033	-0.017
13	0.019	-0.050	-0.025	-0.861	0.075	0.550	0.099	0.133	-0.002
14	0.071	0.002	0.051	-0.861	-0.126	0.545	0.087	0.150	0.044
15	-0.007	-0.028	0.013	-0.859	0.049	-1.382	0.067	0.104	0.012
16	0.035	-0.005	-0.014	-0.983	-0.028	0.520	-0.027	0.032	1.048
17	0.025	-0.010	0.091	-0.934	-1.462	0.534	-0.003	0.020	-0.104
18	-0.060	-0.074	0.022	3.064	-0.178	0.565	-0.018	-0.050	-0.022
19	0.022	0.004	0.041	-1.035	0.125	0.609	0.006	0.006	-0.085
20	0.028	-0.045	0.056	-1.078	2.198	0.650	0.052	0.111	-0.031
21	-0.098	-0.147	-0.095	3.013	-1.534	0.638	-0.042	0.021	0.026
22	0.016	-0.032	0.011	-1.187	-1.344	0.597	-0.010	-0.005	-0.133
23	0.024	0.002	0.057	3.490	-0.931	0.705	0.073	0.089	-0.061
24	-0.050	-0.150	-0.024	3.471	0.126	0.689	-0.038	-0.065	0.148
25	-0.025	-0.071	-0.013	3.453	0.432	-4.063	-0.109	-0.037	0.039
26	0.096	-0.003	-0.008	-1.292	0.610	0.706	-0.044	-0.032	0.118
27	0.023	-0.011	0.075	3.037	0.532	0.850	0.092	0.150	0.125
28	0.237	0.221	0.173	3.148	0.710	-0.900	0.118	0.102	-0.150
29	-0.738	0.112	0.097	-1.324	0.888	0.912	0.075	0.071	0.021
30	-0.013	0.074	0.166	-1.384	0.939	-0.824	0.041	0.059	-0.006
31	0.029	0.011	0.069	-1.556	2.757	0.884	-0.057	0.007	0.117
32	0.106	0.020	0.028	-1.604	-0.845	0.921	0.015	-0.013	-0.061
33	0.125	0.107	0.085	-1.534	1.092	0.924	0.040	0.003	-0.033
34	0.121	0.140	0.125	3.298	-0.649	-0.678	0.093	0.048	-0.013
35	0.104	0.049	-0.404	-1.591	-2.087	0.997	0.050	0.076	0.041
36	0.047	-0.010	-0.063	-1.671	-0.397	-2.129	-0.017	-0.013	-0.148
37	-0.070	-0.119	-0.039	-1.796	-0.466	0.900	-0.074	-0.037	-0.078
38	0.030	-0.010	-0.073	-1.859	1.347	0.807	-0.125	-0.202	-0.060
39	-0.059	-0.067	-0.091	-1.870	-0.365	0.899	-0.116	-0.140	-0.065
40	0.069	-0.006	0.034	2.690	-0.442	-1.978	0.056	0.053	0.045
dist2cax	81.442	61.246	40.996	19.519	1.219	-18.946	-39.704	-59.864	-80.366
