Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.148	0.105	0.117	0.087	0.067	0.215	0.155	0.211	0.031
 2	0.050	0.029	0.015	0.013	-0.000	0.072	0.001	-0.026	-0.091
 3	0.045	0.055	0.055	0.053	0.002	-1.130	0.102	0.009	0.007
 4	-0.068	-0.068	-0.075	-0.097	-0.060	0.046	-0.010	-0.066	0.011
 5	-0.077	-0.084	-0.111	-0.066	-0.094	-0.025	-0.143	-0.087	-0.138
 6	0.022	0.043	-0.007	-0.045	-0.016	0.051	-0.493	-0.095	-0.057
 7	-0.012	0.317	0.002	-0.019	0.046	0.106	-0.022	-0.040	-0.072
 8	-0.036	-0.084	-0.036	-0.084	0.010	0.134	0.078	0.063	-0.067
 9	0.054	0.029	0.006	-0.028	-0.002	0.066	-0.033	-0.004	-0.121
10	-0.058	-0.107	-0.046	-0.112	-0.079	-0.006	-0.031	-0.074	-0.108
11	0.033	-0.028	0.000	-0.102	-0.111	0.084	0.012	-0.463	-0.023
12	0.029	-0.004	-0.064	-0.033	0.078	0.066	0.079	0.095	0.042
13	-0.027	-0.091	-0.076	-0.066	0.023	0.092	0.083	0.110	-0.010
14	0.030	-0.011	-0.008	-0.036	-0.005	0.061	0.086	0.103	0.038
15	-0.018	-0.076	-0.021	-0.003	-0.032	0.062	0.125	0.094	0.042
16	0.001	-0.045	-0.030	-0.045	-0.013	0.085	-0.051	-0.005	1.038
17	0.034	0.009	0.048	-0.006	0.049	0.078	0.015	-0.005	-0.125
18	-0.037	-0.077	-0.027	-0.047	-0.054	-0.016	-0.030	0.006	-0.075
19	0.043	0.036	0.074	0.015	-0.013	0.026	0.004	-0.020	-0.125
20	0.008	0.022	0.063	0.040	0.047	0.074	0.095	0.055	0.151
21	-0.008	-0.055	-0.040	-0.069	0.046	0.014	0.008	0.061	0.029
22	-0.027	-0.043	0.011	-0.049	0.004	-0.019	-0.059	-0.038	-0.138
23	-0.007	-0.043	0.035	1.278	0.106	0.063	0.072	0.092	-0.029
24	-0.102	-0.138	0.006	-0.010	-0.043	0.017	0.007	0.022	0.062
25	-0.050	-0.034	0.001	-0.060	-0.008	-0.001	-0.025	-0.019	-0.017
26	0.071	0.009	0.071	-0.044	0.052	-0.021	0.014	0.015	0.071
27	0.003	0.004	0.067	0.009	0.130	0.087	0.135	0.169	0.096
28	0.208	0.159	0.177	0.095	0.139	0.116	0.111	0.119	-0.187
29	-0.762	0.079	0.110	0.053	0.120	0.080	0.037	0.056	0.045
30	-0.006	0.092	0.078	0.009	0.046	-0.001	-0.002	0.074	-0.008
31	0.096	0.004	0.049	-0.032	0.046	0.019	-0.024	-0.019	0.075
32	0.035	-0.021	0.016	-0.045	0.042	0.036	-0.019	-0.035	-0.073
33	0.148	0.080	0.062	-0.007	0.046	0.004	-0.019	-0.006	0.000
34	0.136	0.046	0.063	-0.007	-0.390	-0.002	-0.003	-0.007	0.003
35	0.075	0.078	-0.421	0.011	-0.063	0.032	0.064	0.076	0.068
36	0.125	0.041	0.001	-0.089	0.064	-0.028	0.008	-0.089	-0.195
37	-0.045	-0.077	-0.047	-0.134	-0.006	-0.126	-0.051	-0.134	-0.051
38	0.045	0.057	-0.025	-0.105	-0.072	-0.195	-0.193	-0.187	-0.040
39	-0.031	-0.071	-0.051	-0.148	-0.051	-0.116	-0.072	-0.049	-0.059
40	0.008	-0.060	0.025	-0.014	0.017	-0.056	0.046	0.090	0.065
dist2cax	81.781	61.464	41.208	20.996	0.875	-19.197	-39.397	-59.625	-80.006
