Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.124	0.120	0.081	0.035	0.034	0.059	0.067	0.188	0.153
 2	0.141	0.080	0.004	0.006	0.004	0.033	0.096	0.091	0.093
 3	0.139	0.162	0.127	0.118	0.137	0.083	0.141	0.090	0.062
 4	0.151	0.118	0.169	0.206	0.198	0.184	0.156	0.170	0.092
 5	0.013	0.007	0.009	0.026	0.005	0.017	0.004	0.059	0.083
 6	0.032	0.013	0.012	0.023	0.014	0.031	0.056	0.060	0.032
 7	0.058	0.073	0.010	0.033	0.038	0.016	0.087	0.050	0.031
 8	0.018	0.049	0.027	0.059	0.089	0.131	0.091	0.107	0.006
 9	0.039	0.049	0.029	0.037	0.036	0.003	0.021	0.069	0.096
10	0.061	0.060	0.022	0.010	0.015	0.022	0.013	0.035	0.066
11	0.060	0.118	0.132	0.110	0.104	0.012	0.009	0.044	0.068
12	0.044	0.028	0.033	0.037	0.064	0.069	0.085	0.021	0.028
13	0.016	0.094	0.053	0.079	0.014	0.007	0.013	0.064	0.011
14	0.020	0.042	0.055	0.009	0.036	0.003	0.048	0.078	0.082
15	0.103	0.038	0.003	0.001	0.005	0.025	0.025	0.069	0.077
16	0.026	0.045	0.005	0.005	0.026	0.011	0.050	0.009	0.060
17	0.008	0.006	0.050	0.002	0.028	0.012	0.018	0.048	0.095
18	0.087	0.093	0.042	0.031	0.028	0.082	0.050	0.101	0.040
19	0.082	0.028	0.066	0.026	0.055	0.078	0.090	0.105	0.149
20	0.061	0.087	0.073	0.093	0.066	0.059	0.089	0.113	0.078
21	0.012	0.035	0.060	0.071	0.132	0.048	0.108	0.120	0.121
22	0.115	0.143	0.126	0.123	0.158	0.150	0.151	0.111	0.067
23	0.031	0.027	0.016	0.029	0.024	0.006	0.059	0.021	0.022
24	0.015	0.049	0.009	0.000	0.092	0.034	0.008	0.026	0.205
25	0.048	0.007	0.004	0.046	0.011	0.041	0.025	0.009	0.077
26	0.061	0.055	0.021	0.019	0.008	0.055	0.008	0.018	0.069
27	0.021	0.019	0.024	0.095	0.066	0.054	0.118	0.146	0.153
28	0.132	0.118	0.091	0.094	0.087	0.110	0.068	0.050	0.095
29	0.116	0.102	0.092	0.078	0.099	0.107	0.037	0.047	0.135
30	0.094	0.074	0.069	0.052	0.039	0.014	0.049	0.053	0.010
31	0.001	0.039	0.000	0.026	0.026	0.047	0.061	0.017	0.032
32	0.028	0.004	0.027	0.028	0.031	0.016	0.040	0.005	0.053
33	0.103	0.099	0.111	0.060	0.066	0.016	0.009	0.024	0.030
34	0.055	0.067	0.047	0.008	0.042	0.073	0.047	0.034	0.039
35	0.041	0.051	0.017	0.054	0.061	0.042	0.059	0.107	0.095
36	0.007	0.048	0.039	0.003	0.006	0.006	0.009	0.007	0.123
37	0.089	0.067	0.061	0.079	0.037	0.042	0.049	0.065	0.025
38	0.030	0.046	0.044	0.138	0.123	0.120	0.078	0.160	0.075
39	0.119	0.086	0.138	0.151	0.144	0.117	0.114	0.109	0.136
40	0.011	0.023	0.062	0.052	0.032	0.011	0.031	0.057	0.029
dist2cax	81.614	61.445	41.124	20.947	0.799	-19.358	-39.527	-59.718	-79.972
