Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.163	0.146	0.097	0.100	0.065	0.064	0.103	0.144	0.120
 2	0.078	0.058	0.018	0.001	-0.022	-0.061	-0.104	-0.114	-0.057
 3	0.119	0.109	0.093	0.091	0.119	0.082	0.076	0.084	0.006
 4	-0.011	-0.028	-0.059	-0.091	-0.115	-0.057	-0.031	-0.089	0.072
 5	-0.017	-0.022	-0.004	-0.043	-0.034	-0.061	-0.037	-0.056	-0.087
 6	0.046	0.023	-0.005	-0.065	-0.007	-0.027	-0.062	-0.078	-0.075
 7	-0.061	-0.116	-0.047	-0.073	0.017	-0.037	-0.084	-0.017	-0.052
 8	-0.125	-0.034	-0.040	-0.003	0.079	0.079	0.065	0.116	-0.061
 9	0.025	-0.007	-0.023	-0.077	-0.033	0.008	-0.056	-0.047	-0.070
10	-0.078	-0.014	-0.009	0.008	-0.028	0.029	-0.018	-0.051	-0.089
11	-0.043	0.053	-0.032	-0.040	-0.061	-0.049	0.009	-0.111	-0.015
12	0.007	0.027	0.064	0.073	0.047	0.060	0.094	-0.034	0.025
13	-0.019	-0.071	-0.080	-0.053	-0.015	-0.013	0.049	0.096	0.030
14	0.043	0.000	0.038	0.108	0.042	0.002	0.045	0.116	0.053
15	-0.096	-0.149	-0.112	-0.091	-0.067	-0.045	0.024	0.021	-0.019
16	-0.058	-0.073	-0.096	-0.023	-0.005	-0.065	0.006	-0.027	0.142
17	0.002	0.081	0.063	0.076	0.018	0.013	-0.049	-0.004	-0.109
18	-0.064	-0.068	-0.057	-0.056	-0.031	-0.038	-0.083	-0.047	0.011
19	-0.034	0.030	0.080	0.035	0.010	-0.005	-0.025	-0.051	-0.068
20	0.056	0.034	0.074	0.101	-0.021	0.061	0.105	0.121	0.103
21	-0.116	-0.119	-0.031	-0.062	0.035	0.027	-0.014	0.024	0.145
22	-0.055	-0.055	-0.030	-0.023	-0.054	-0.076	-0.067	-0.065	-0.084
23	-0.003	0.010	0.024	0.065	0.075	0.066	0.089	0.072	0.007
24	-0.032	-0.094	-0.017	0.049	-0.081	0.000	0.002	0.028	0.206
25	-0.067	-0.021	-0.013	-0.016	-0.045	-0.030	-0.048	0.001	0.044
26	0.033	-0.001	-0.051	-0.015	-0.058	-0.062	-0.120	-0.080	0.096
27	0.005	-0.003	0.002	0.077	0.049	0.069	0.087	0.141	0.131
28	0.122	0.133	0.101	0.098	0.091	0.110	0.054	0.058	-0.162
29	0.120	0.092	0.077	0.064	0.085	0.062	0.096	0.039	0.053
30	0.015	0.061	0.064	0.031	0.031	0.010	0.041	0.049	0.017
31	0.006	0.012	0.022	0.013	0.012	0.059	-0.005	-0.025	0.048
32	-0.022	0.005	0.044	-0.006	0.033	0.025	-0.006	-0.013	-0.038
33	0.086	0.080	0.055	0.039	0.039	0.037	0.005	0.007	-0.024
34	0.087	0.089	0.041	0.026	0.074	0.064	0.040	0.012	-0.061
35	0.024	0.050	0.038	0.004	-0.000	0.036	0.023	0.074	0.084
36	0.067	0.051	-0.005	-0.004	-0.024	0.011	0.056	0.004	-0.142
37	-0.079	-0.165	-0.090	-0.096	-0.100	-0.127	-0.053	-0.092	-0.029
38	0.064	-0.003	-0.053	-0.126	-0.073	-0.172	-0.120	-0.120	-0.049
39	-0.117	-0.076	-0.118	-0.107	-0.085	-0.068	-0.081	-0.090	-0.083
40	-0.000	0.044	0.043	0.076	0.106	0.077	0.053	0.063	0.048
dist2cax	81.163	61.011	40.712	20.476	0.292	-19.778	-39.967	-60.124	-80.411
