Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.165	0.138	0.055	0.133	0.066	0.133	0.124	0.214	0.142
 2	0.078	0.048	0.025	0.031	-0.048	-0.016	-0.057	-0.041	-0.046
 3	0.153	0.112	0.117	0.108	0.139	0.098	0.067	0.038	0.042
 4	-0.028	-0.023	-0.074	-0.110	-0.092	-0.071	-0.064	-0.079	-0.007
 5	0.014	0.058	-0.006	0.007	-0.022	-0.037	-0.025	-0.051	0.001
 6	0.039	0.058	-0.023	-0.042	0.014	-0.014	-0.044	-0.068	-0.078
 7	-0.069	-0.139	-0.056	-0.134	-0.020	-0.069	-0.123	-0.064	0.046
 8	0.008	0.031	0.041	0.013	0.101	0.155	0.077	0.115	-0.059
 9	0.039	-0.004	-0.013	-0.002	-0.022	0.014	-0.037	-0.039	-0.164
10	-0.084	-0.045	-0.115	-0.054	-0.107	-0.105	-0.049	-0.040	-0.098
11	-0.059	-0.077	-0.027	-0.110	-0.069	-0.100	0.005	-0.089	0.057
12	0.015	-0.033	0.064	0.061	0.066	0.079	0.114	0.084	0.056
13	-0.053	-0.034	0.004	0.002	0.056	0.003	0.029	0.068	0.028
14	-0.072	-0.050	-0.038	-0.072	-0.093	-0.103	0.018	0.012	0.053
15	-0.073	-0.056	-0.054	0.015	0.028	0.006	0.058	0.047	-0.005
16	-0.089	-0.042	-0.080	-0.019	-0.040	-0.006	-0.023	-0.084	0.103
17	0.036	0.060	0.047	0.023	0.047	0.037	-0.036	-0.022	-0.079
18	-0.102	-0.037	-0.023	-0.055	-0.070	-0.068	-0.035	-0.060	-0.012
19	-0.115	-0.105	-0.052	-0.075	-0.078	-0.138	-0.106	-0.108	-0.114
20	-0.063	-0.056	0.059	0.102	-0.010	-0.038	-0.054	0.060	0.063
21	-0.017	-0.010	0.043	0.038	0.048	0.056	0.091	0.103	0.086
22	-0.100	-0.061	-0.081	-0.057	-0.065	-0.058	-0.095	-0.089	-0.065
23	-0.016	0.021	0.019	0.053	0.065	0.043	0.061	0.067	-0.015
24	-0.024	-0.049	0.038	0.007	-0.070	-0.017	-0.018	-0.048	0.154
25	-0.059	-0.042	-0.028	-0.007	-0.040	-0.014	-0.032	-0.045	-0.009
26	0.013	-0.050	0.012	0.037	-0.015	-0.045	-0.025	-0.047	0.013
27	0.000	0.038	0.065	0.075	0.090	0.092	0.147	0.119	0.126
28	0.189	0.179	0.122	0.140	0.150	0.142	0.122	0.088	-0.178
29	0.140	0.128	0.097	0.105	0.113	0.086	0.061	0.037	0.160
30	0.043	0.060	0.047	0.045	0.052	0.048	0.003	0.032	-0.015
31	0.028	0.015	0.047	0.010	0.081	0.073	0.007	0.015	-0.027
32	0.024	-0.031	0.018	-0.000	-0.014	0.003	0.053	-0.008	-0.067
33	0.103	0.075	0.057	0.048	0.006	0.025	0.019	-0.007	0.002
34	0.115	0.079	0.032	0.072	0.030	0.053	0.049	0.000	-0.077
35	0.020	-0.003	-0.013	-0.012	-0.038	0.055	0.072	0.072	0.058
36	0.060	0.034	-0.035	-0.036	0.023	-0.013	-0.063	0.000	-0.068
37	-0.083	-0.049	-0.073	-0.132	-0.041	-0.027	-0.058	-0.093	-0.019
38	-0.046	0.040	-0.087	-0.104	-0.136	-0.093	-0.187	-0.174	0.007
39	-0.080	-0.081	-0.057	-0.089	-0.047	-0.107	-0.073	-0.007	-0.015
40	0.021	-0.026	-0.007	0.051	0.030	0.003	0.091	0.146	0.078
dist2cax	81.772	61.544	41.248	21.079	0.926	-19.211	-39.381	-59.656	-80.017
