Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.108	0.106	0.062	0.099	0.026	0.030	0.103	0.171	0.087
 2	0.071	0.060	0.005	-0.010	-0.045	-0.056	-0.093	-0.078	-0.020
 3	0.173	0.147	0.140	0.100	0.142	0.178	0.116	0.049	0.006
 4	-0.029	-0.030	-0.033	-0.094	-0.058	-0.066	-0.046	-0.052	0.054
 5	-0.013	0.041	0.005	-0.014	0.008	0.010	-0.013	-0.058	-0.031
 6	0.005	-0.003	-0.039	0.000	0.004	-0.020	-0.049	-0.046	-0.089
 7	-0.183	-0.150	0.003	0.016	0.048	-0.014	0.010	-0.011	0.056
 8	-0.038	-0.058	0.004	-0.022	0.047	0.135	0.099	0.099	-0.048
 9	0.019	0.039	0.027	-0.020	-0.061	-0.054	-0.043	-0.099	-0.110
10	-0.067	-0.027	-0.049	-0.045	-0.062	-0.013	-0.008	-0.024	-0.087
11	0.004	-0.013	-0.091	-0.091	-0.118	-0.103	-0.079	-0.112	0.024
12	0.053	0.063	-0.044	0.059	0.066	0.013	0.016	0.002	0.065
13	-0.037	-0.061	-0.025	0.001	0.025	0.020	0.038	0.066	0.028
14	-0.009	-0.045	-0.029	-0.034	-0.006	-0.047	-0.016	0.001	0.032
15	-0.010	-0.051	-0.042	-0.001	0.048	0.011	0.027	0.065	-0.010
16	-0.025	-0.018	-0.066	-0.030	-0.098	-0.098	-0.071	-0.047	0.059
17	0.015	-0.000	0.037	0.026	0.046	0.000	-0.004	-0.037	-0.101
18	-0.123	-0.103	-0.041	-0.070	-0.083	-0.038	-0.090	-0.053	-0.042
19	-0.133	-0.154	-0.067	-0.072	-0.154	-0.144	-0.159	-0.138	-0.115
20	0.029	0.041	0.091	0.092	0.026	0.053	0.067	0.100	0.098
21	-0.018	0.023	0.060	0.049	0.048	0.064	0.070	0.114	0.062
22	-0.079	-0.030	-0.038	-0.102	-0.071	-0.069	-0.075	-0.047	-0.007
23	-0.002	-0.027	0.000	0.059	0.085	0.046	0.059	0.094	-0.023
24	0.028	0.017	0.014	0.062	0.054	0.041	0.059	-0.003	0.208
25	-0.035	-0.028	-0.014	-0.012	-0.012	-0.037	-0.023	-0.032	0.073
26	-0.003	-0.082	-0.020	-0.030	-0.022	-0.052	-0.058	-0.005	-0.021
27	-0.013	0.014	0.056	0.049	0.086	0.064	0.147	0.141	0.115
28	0.160	0.192	0.124	0.085	0.099	0.124	0.114	0.069	-0.179
29	0.139	0.129	0.082	0.072	0.077	0.080	0.053	0.057	0.125
30	0.041	0.080	0.054	0.039	0.056	0.014	-0.014	0.037	-0.015
31	0.045	0.023	0.052	0.021	0.017	0.074	-0.001	-0.001	0.026
32	0.011	-0.049	-0.018	-0.041	-0.054	0.036	0.002	0.003	-0.087
33	0.093	0.059	0.029	0.021	-0.009	0.002	0.044	0.020	0.037
34	0.114	0.062	0.051	0.075	0.047	0.070	0.059	0.056	-0.083
35	-0.003	0.026	-0.032	-0.013	-0.052	0.019	0.055	0.037	0.099
36	0.024	0.004	-0.030	0.013	0.049	0.038	-0.068	-0.040	-0.146
37	-0.111	-0.023	-0.096	-0.086	-0.027	-0.053	-0.072	-0.053	0.031
38	-0.051	0.022	-0.056	-0.075	-0.084	-0.121	-0.155	-0.200	-0.005
39	-0.085	-0.071	-0.042	-0.094	-0.068	-0.064	-0.040	-0.077	-0.056
40	0.007	-0.053	0.047	0.081	0.045	-0.012	0.101	0.091	0.046
dist2cax	81.619	61.346	41.099	20.887	0.702	-19.411	-39.639	-59.762	-80.112
