Data	Iso Gantry	Iso Colimador	Iso Gantry e Colimador	Iso Mesa	G0C0T0	G90C0T0	G180C0T0	G0C270T0	G0C180T0	G270C0T0	G0C90T0	G0C0T270	G0C0T90
2020-09-09	1.033	0.285	1.313	0.774	-0.647	-0.920	0.435	-0.811	0.816	-0.924	-0.136	-0.639
2020-09-10	1.112	0.293	1.170	0.597	-0.606	-0.228	0.506	-0.660	-0.293	-0.658	-0.256	-0.486
2020-09-11	1.146	0.436	1.524	0.553	-0.313	0.190	0.833	-0.632	-0.394	-0.667	-0.079	-0.482
