Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	-0.026	-0.023	0.023	0.064	0.052	-0.037	0.124	0.093	0.147
 2	0.008	-0.037	0.008	0.015	0.069	0.046	0.041	0.081	0.049
 3	0.016	0.028	-0.025	-0.039	0.013	0.091	-0.045	0.031	-0.057
 4	-0.045	-0.031	-0.073	-0.027	-0.065	-0.068	-0.034	-0.026	-0.063
 5	0.001	-0.017	-0.000	0.058	0.018	-0.058	-0.002	0.043	-0.015
 6	-0.020	-0.020	0.008	-0.100	0.013	0.015	-0.051	-0.042	-0.020
 7	-0.044	-0.015	-0.055	-0.088	-0.025	-0.068	-0.060	-0.160	-0.041
 8	-0.089	-0.143	-0.118	-0.069	-0.162	-0.219	-0.119	-0.175	-0.186
 9	0.034	0.037	-0.008	-0.064	-0.027	0.025	-0.058	-0.047	-0.139
10	0.041	0.062	0.068	0.118	-0.043	0.118	0.013	-0.017	0.029
11	0.038	0.074	0.112	0.085	0.039	0.112	0.132	0.052	0.196
12	0.090	0.121	0.101	0.001	0.012	0.055	0.020	0.026	0.067
13	0.016	0.061	-0.066	0.002	0.039	0.057	0.007	0.065	-0.018
14	0.024	-0.029	0.005	0.002	-0.033	0.020	0.017	0.053	0.091
15	0.042	-0.056	0.086	-0.002	0.011	0.007	-0.022	-0.012	-0.074
16	-0.076	0.024	0.023	0.042	0.016	-0.024	0.018	-0.044	-0.010
17	0.063	0.100	0.032	0.054	0.054	0.049	-0.008	0.043	0.078
18	0.068	0.052	-0.019	0.017	0.013	-0.078	0.032	0.011	0.112
19	-0.055	-0.148	-0.021	-0.043	-0.024	-0.098	-0.100	-0.013	-0.135
20	-0.131	-0.102	-0.133	-0.080	-0.003	0.019	0.067	0.026	-0.031
21	-0.046	-0.069	0.041	0.023	-0.054	0.002	0.045	-0.035	0.011
22	0.028	-0.035	0.041	0.047	-0.009	0.049	0.048	-0.064	0.077
23	0.051	0.133	0.031	-0.009	0.061	-0.002	-0.019	-0.038	-0.157
24	0.199	0.080	0.036	-0.110	0.032	0.041	0.008	-0.064	-0.117
25	-0.149	0.037	-0.046	0.013	-0.048	-0.076	-0.041	0.000	-0.031
26	-0.108	-0.035	-0.051	0.047	-0.016	-0.014	0.043	0.013	0.148
27	0.062	-0.146	-0.010	0.007	0.109	-0.099	-0.046	0.120	0.055
28	-0.106	-0.014	-0.092	-0.019	0.035	0.100	-0.088	0.043	-0.133
29	0.016	-0.023	-0.146	-0.083	0.097	0.060	0.062	0.049	0.049
30	-0.152	-0.125	-0.078	0.058	-0.129	-0.020	-0.021	-0.022	0.044
31	0.287	0.186	0.321	0.165	0.168	-0.068	0.107	0.358	0.406
32	-0.005	0.059	0.064	-0.021	0.024	0.052	-0.044	-0.032	0.033
33	-0.041	0.011	-0.076	-0.060	-0.261	-0.003	-0.030	0.027	0.047
34	-0.041	-0.220	-0.092	-0.074	-0.144	-0.128	-0.217	-0.355	-0.310
35	-0.087	0.097	-0.055	-0.094	-0.117	-0.002	-0.011	-0.041	-0.186
36	-0.036	0.019	-0.007	-0.031	-0.044	-0.035	-0.004	-0.065	-0.045
37	-0.029	0.033	0.014	0.066	0.064	0.121	0.082	0.052	-0.071
38	-0.037	0.001	-0.051	-0.013	0.062	-0.072	0.055	-0.051	-0.043
39	0.105	-0.007	0.012	-0.046	0.093	-0.049	-0.049	-0.037	0.068
40	0.036	-0.019	0.097	0.107	0.045	0.103	0.085	0.107	0.133
00Y1x20Y2_dist2cax	80.947	60.525	40.152	19.803	-0.532	-20.921	-41.273	-61.634	-82.025
20Y1x00Y2_dist2cax	80.519	60.068	39.743	19.396	-0.882	-21.344	-41.648	-61.984	-82.321
