Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
11	0.021	0.043	0.042	0.017	0.034	0.002	0.018	0.038	0.094
12	0.081	0.042	0.033	0.035	0.012	0.004	0.037	0.058	0.078
13	0.084	0.044	0.115	0.067	0.003	0.015	0.068	0.095	0.076
14	0.009	0.067	0.025	0.018	0.094	0.020	0.083	0.029	0.083
15	0.001	0.083	0.008	0.049	0.013	0.011	0.042	0.010	0.094
16	0.066	0.023	0.069	0.012	0.020	0.043	0.042	0.060	0.071
17	0.114	0.117	0.035	0.005	0.074	0.037	0.015	0.057	0.045
18	0.081	0.113	0.045	0.070	0.024	0.049	0.036	0.037	0.029
19	0.000	0.036	0.072	0.056	0.011	0.026	0.028	0.108	0.175
20	0.070	0.015	0.021	0.000	0.005	0.017	0.061	0.028	0.078
21	0.086	0.041	0.004	0.022	0.027	0.031	0.036	0.036	0.018
22	0.014	0.019	0.009	0.007	0.021	0.058	0.003	0.069	0.022
23	0.048	0.056	0.022	0.048	0.020	0.015	0.009	0.045	0.146
24	0.133	0.042	0.092	0.118	0.009	0.011	0.028	0.024	0.042
25	0.150	0.046	0.073	0.052	0.010	0.126	0.029	0.029	0.004
26	0.111	0.035	0.047	0.015	0.016	0.045	0.039	0.004	0.122
27	0.101	0.134	0.055	0.032	0.133	0.029	0.087	0.136	0.034
28	0.081	0.048	0.029	0.008	0.010	0.083	0.039	0.001	0.021
29	0.018	0.009	0.060	0.105	0.009	0.030	0.084	0.052	0.026
30	0.062	0.083	0.025	0.059	0.132	0.052	0.026	0.020	0.026
