Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
11	0.048	0.022	0.058	0.015	0.041	0.040	0.029	0.004	0.102
12	0.076	0.025	0.032	0.011	0.004	0.015	0.042	0.050	0.061
13	0.084	0.055	0.107	0.082	0.016	0.020	0.069	0.063	0.106
14	0.019	0.067	0.024	0.044	0.092	0.037	0.059	0.069	0.077
15	0.026	0.082	0.028	0.089	0.001	0.022	0.053	0.037	0.050
16	0.068	0.023	0.042	0.022	0.045	0.056	0.028	0.050	0.081
17	0.102	0.071	0.052	0.032	0.078	0.059	0.006	0.037	0.018
18	0.096	0.099	0.026	0.040	0.021	0.003	0.011	0.052	0.034
19	0.053	0.014	0.065	0.052	0.007	0.030	0.049	0.098	0.139
20	0.068	0.062	0.029	0.015	0.054	0.024	0.054	0.009	0.088
21	0.138	0.075	0.033	0.015	0.015	0.040	0.004	0.026	0.004
22	0.006	0.029	0.008	0.022	0.004	0.047	0.008	0.074	0.039
23	0.081	0.038	0.032	0.045	0.006	0.001	0.020	0.058	0.131
24	0.130	0.060	0.125	0.101	0.012	0.003	0.032	0.023	0.096
25	0.135	0.007	0.065	0.042	0.035	0.082	0.036	0.010	0.024
26	0.130	0.050	0.058	0.008	0.021	0.072	0.039	0.009	0.126
27	0.093	0.123	0.020	0.011	0.134	0.010	0.081	0.135	0.047
28	0.107	0.035	0.011	0.005	0.022	0.083	0.045	0.001	0.043
29	0.007	0.008	0.073	0.093	0.002	0.059	0.053	0.046	0.054
30	0.073	0.116	0.024	0.080	0.132	0.036	0.017	0.013	0.012
