Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
11	0.083	0.035	0.044	0.015	0.041	0.024	0.062	0.000	0.099
12	0.080	0.050	0.018	0.047	0.003	0.004	0.071	0.034	0.071
13	0.067	0.061	0.105	0.040	0.012	0.028	0.067	0.106	0.071
14	0.008	0.102	0.024	0.016	0.053	0.015	0.050	0.059	0.100
15	0.042	0.069	0.079	0.067	0.039	0.045	0.019	0.015	0.048
16	0.082	0.032	0.026	0.001	0.005	0.034	0.011	0.087	0.056
17	0.092	0.151	0.046	0.011	0.027	0.065	0.012	0.003	0.006
18	0.105	0.093	0.035	0.048	0.024	0.069	0.016	0.043	0.015
19	0.013	0.074	0.022	0.041	0.015	0.031	0.032	0.058	0.140
20	0.064	0.044	0.025	0.003	0.012	0.026	0.067	0.006	0.053
21	0.083	0.085	0.010	0.007	0.017	0.056	0.067	0.052	0.000
22	0.005	0.002	0.005	0.012	0.015	0.037	0.003	0.077	0.015
23	0.042	0.075	0.026	0.050	0.009	0.011	0.000	0.033	0.177
24	0.124	0.061	0.103	0.124	0.041	0.025	0.029	0.017	0.068
25	0.118	0.021	0.072	0.082	0.021	0.083	0.040	0.046	0.011
26	0.120	0.051	0.035	0.014	0.019	0.042	0.018	0.016	0.133
27	0.123	0.125	0.091	0.031	0.110	0.014	0.090	0.161	0.056
28	0.015	0.029	0.041	0.002	0.003	0.092	0.038	0.001	0.019
29	0.028	0.001	0.086	0.099	0.002	0.076	0.064	0.048	0.051
30	0.059	0.125	0.030	0.063	0.122	0.049	0.000	0.025	0.023
