Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	-0.070	-0.044	-0.003	-0.033	-0.018	0.022	0.059	0.029	0.116
 2	0.026	-0.094	0.036	0.040	0.093	-0.006	-0.005	0.087	0.007
 3	0.076	-0.031	0.005	0.054	0.028	-0.076	0.009	0.031	-0.049
 4	-0.032	-0.029	-0.069	0.021	-0.099	-0.089	-0.073	-0.032	-0.009
 5	-0.019	0.014	0.059	0.079	0.015	0.050	-0.028	0.106	-0.007
 6	-0.014	0.014	0.031	-0.065	0.059	0.055	0.020	-0.018	-0.060
 7	-0.030	-0.061	-0.027	-0.092	-0.048	-0.083	-0.047	-0.157	-0.034
 8	-0.036	-0.049	-0.052	-0.059	-0.160	-0.105	-0.130	-0.172	-0.151
 9	0.064	0.032	-0.012	-0.010	-0.011	-0.016	0.038	0.015	-0.068
10	0.009	0.104	-0.095	-0.017	-0.027	0.086	0.011	-0.016	0.041
11	0.009	0.159	-0.000	-0.040	0.035	0.113	0.132	0.024	0.188
12	0.038	0.167	0.001	0.042	0.017	0.039	0.044	-0.017	0.046
13	0.019	-0.016	0.043	0.044	0.135	0.047	-0.010	0.028	-0.039
14	-0.012	-0.073	0.025	-0.071	-0.050	0.104	-0.015	0.012	0.019
15	-0.082	0.015	-0.038	-0.031	0.032	0.015	0.006	0.051	-0.036
16	-0.074	0.062	0.054	0.073	0.023	0.025	-0.004	-0.017	-0.005
17	0.057	-0.012	0.056	0.075	0.020	-0.015	0.054	0.024	0.084
18	0.044	0.072	0.060	0.008	-0.033	-0.030	0.012	0.009	0.086
19	0.076	-0.100	-0.061	-0.072	-0.049	-0.150	-0.111	-0.083	-0.125
20	-0.103	-0.189	-0.061	0.011	-0.000	-0.023	0.007	0.085	-0.024
21	0.041	-0.073	-0.022	-0.049	-0.035	0.001	-0.103	-0.066	0.044
22	-0.011	0.003	0.016	0.007	-0.027	0.035	0.046	-0.088	0.068
23	0.067	0.156	0.065	0.028	0.069	0.021	0.034	-0.026	-0.116
24	0.052	0.114	-0.014	-0.107	0.026	0.047	-0.004	-0.087	-0.127
25	-0.031	-0.059	-0.026	0.104	0.034	-0.043	0.067	0.037	-0.023
26	-0.056	-0.103	-0.026	0.072	-0.147	-0.025	-0.059	0.001	0.149
27	-0.070	-0.064	0.085	0.022	0.165	-0.143	-0.008	0.133	0.069
28	-0.053	-0.061	-0.006	0.063	-0.088	0.110	-0.102	0.093	-0.175
29	-0.028	0.009	-0.096	-0.080	0.104	0.021	0.061	0.130	0.062
30	-0.155	-0.093	-0.125	-0.094	-0.096	0.105	0.089	-0.048	0.034
31	0.300	0.186	0.283	0.127	0.171	-0.103	0.151	0.272	0.287
32	-0.072	0.045	0.079	-0.030	0.022	-0.026	0.035	-0.011	0.025
33	-0.097	0.031	-0.054	-0.075	-0.165	0.004	0.035	0.054	0.022
34	0.049	-0.151	-0.163	-0.008	-0.101	-0.074	-0.277	-0.308	-0.260
35	-0.032	-0.057	-0.146	-0.028	-0.135	-0.048	0.014	-0.085	-0.169
36	0.007	0.021	-0.130	0.070	-0.028	-0.002	-0.133	-0.087	-0.031
37	0.028	0.057	0.097	-0.036	0.057	0.011	0.114	-0.020	-0.077
38	-0.060	-0.041	0.034	-0.138	0.031	-0.037	-0.118	-0.024	-0.045
39	0.153	0.024	0.073	-0.017	0.064	0.047	0.015	-0.021	0.092
40	-0.072	0.022	0.047	0.149	0.039	0.068	0.110	0.118	0.149
00Y1x20Y2_dist2cax	81.433	61.162	40.626	20.226	-0.167	-20.341	-40.823	-61.277	-81.661
20Y1x00Y2_dist2cax	80.941	60.606	40.149	19.828	-0.470	-20.761	-41.128	-61.505	-81.928
