Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	-0.078	-0.056	0.010	-0.008	0.006	-0.006	0.059	0.062	0.152
 2	0.022	-0.070	0.039	-0.008	0.102	-0.020	-0.016	0.081	0.000
 3	0.061	-0.019	0.027	0.013	0.050	-0.065	0.027	0.027	-0.059
 4	-0.054	-0.054	-0.082	0.014	-0.093	-0.079	-0.048	-0.023	-0.053
 5	-0.043	-0.029	0.031	0.074	-0.027	0.023	-0.014	0.054	-0.008
 6	-0.016	0.007	0.022	-0.037	0.044	0.064	0.040	-0.023	-0.035
 7	-0.036	-0.010	-0.011	-0.009	-0.071	-0.040	-0.081	-0.131	-0.039
 8	-0.056	-0.024	-0.053	-0.043	-0.166	-0.085	-0.131	-0.118	-0.176
 9	0.061	0.063	-0.018	-0.045	0.011	0.033	0.017	-0.008	-0.088
10	0.064	0.094	-0.052	-0.015	-0.014	0.066	-0.012	-0.038	0.084
11	0.087	0.150	-0.043	-0.014	0.015	0.121	0.100	-0.008	0.174
12	0.069	0.105	-0.018	0.011	0.027	0.042	0.021	-0.023	0.052
13	-0.001	-0.007	0.049	0.021	0.076	0.011	0.030	0.023	-0.030
14	0.014	-0.061	0.043	-0.015	-0.019	0.079	0.012	0.031	0.031
15	-0.045	0.010	-0.054	-0.048	-0.016	0.005	-0.023	0.040	-0.007
16	-0.048	0.092	0.051	0.073	0.037	0.032	-0.015	0.005	0.011
17	0.040	-0.024	0.061	0.064	0.108	-0.042	0.062	0.006	0.041
18	-0.014	0.061	0.053	-0.003	-0.023	-0.014	0.054	0.019	0.081
19	0.016	-0.114	-0.090	-0.112	-0.059	-0.159	-0.142	-0.069	-0.146
20	-0.096	-0.167	-0.017	0.045	-0.025	0.002	0.024	0.085	-0.008
21	0.043	-0.076	0.000	-0.003	-0.063	0.022	-0.114	-0.056	0.027
22	0.031	-0.032	0.041	0.014	-0.032	0.015	0.038	-0.069	0.059
23	0.097	0.124	0.056	-0.011	0.049	0.011	0.056	-0.048	-0.134
24	0.019	0.123	-0.031	-0.119	0.041	0.042	-0.020	-0.062	-0.120
25	-0.057	-0.031	-0.051	0.046	0.009	-0.047	0.092	0.029	0.002
26	-0.061	-0.107	-0.005	0.062	-0.122	-0.035	-0.011	0.023	0.136
27	-0.004	-0.100	0.012	0.045	0.182	-0.154	-0.004	0.126	0.082
28	-0.095	0.035	-0.024	0.010	-0.032	0.096	-0.125	0.105	-0.120
29	-0.078	-0.016	-0.077	-0.053	0.091	0.029	0.060	0.087	0.068
30	-0.170	-0.089	-0.115	-0.069	-0.093	0.108	0.035	-0.058	-0.037
31	0.314	0.203	0.329	0.205	0.200	-0.035	0.167	0.255	0.312
32	-0.108	0.038	0.075	-0.023	0.006	-0.010	0.004	-0.040	0.031
33	-0.104	0.030	-0.062	-0.081	-0.162	0.014	0.041	0.068	0.063
34	0.060	-0.131	-0.164	0.004	-0.137	-0.101	-0.285	-0.357	-0.286
35	-0.025	-0.011	-0.083	-0.048	-0.140	-0.045	0.027	-0.035	-0.159
36	0.011	0.020	-0.128	0.057	-0.026	-0.019	-0.161	-0.080	-0.074
37	-0.006	0.026	0.059	-0.041	0.050	0.013	0.196	-0.007	-0.063
38	0.003	-0.068	-0.015	-0.125	0.028	-0.054	-0.157	-0.005	-0.051
39	0.146	-0.002	0.059	-0.032	0.069	0.048	-0.001	-0.001	0.080
40	-0.068	0.029	0.087	0.141	0.037	0.068	0.132	0.094	0.161
00Y1x20Y2_dist2cax	81.383	60.990	40.607	20.255	-0.159	-20.497	-40.939	-61.306	-81.763
20Y1x00Y2_dist2cax	80.868	60.517	40.155	19.827	-0.525	-20.850	-41.253	-61.597	-82.000
