Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.011	0.144	0.049	-0.050	0.033	0.089	0.151	0.088	0.111
 2	-0.113	0.037	-0.017	-0.009	0.030	0.103	0.065	-0.026	0.061
 3	0.127	0.091	-0.038	0.024	-0.058	0.098	-0.066	-0.117	-0.022
 4	0.054	0.036	-0.001	-0.006	0.038	0.008	-0.156	0.373	-0.140
 5	0.058	0.044	0.083	0.091	0.036	0.072	0.169	0.077	0.097
 6	-0.061	-0.056	0.055	0.021	0.054	-0.068	-0.083	-0.055	0.067
 7	0.073	0.091	0.030	0.140	0.067	-0.005	0.095	-0.034	-0.033
 8	-0.134	-0.098	-0.011	-0.000	-0.137	-0.230	-0.144	-0.208	-0.061
 9	-0.008	-0.138	-0.021	0.161	-0.020	-0.088	-0.112	-0.120	-0.084
10	-0.211	-0.252	-0.142	-0.195	-0.274	-0.141	-0.194	-0.217	-0.138
11	-0.109	-0.007	-0.136	0.044	-0.033	-0.091	-0.049	-0.164	-0.165
12	0.277	0.129	0.093	0.168	0.251	0.049	0.260	0.249	0.205
13	-0.058	-0.116	-0.065	0.049	-0.063	-0.066	-0.070	0.019	-0.035
14	-0.070	-0.248	-0.234	-1.148	-0.158	-0.224	-0.102	-0.064	-0.083
15	-0.053	-0.110	0.040	0.053	0.070	-0.179	-0.031	-0.121	-0.024
16	0.027	-0.076	0.034	0.126	0.015	-0.145	0.069	0.046	0.013
17	0.038	-0.114	0.063	0.076	-0.107	-0.184	0.018	-0.004	0.032
18	0.001	-0.146	-0.054	0.124	0.070	1.391	0.060	0.037	-0.008
19	-0.051	-0.232	0.109	-0.004	0.008	-0.205	-0.039	0.046	0.027
20	0.062	0.844	0.034	0.222	0.062	-0.335	0.046	0.099	0.073
21	-0.868	-0.041	0.124	-0.084	-0.130	-0.090	-0.004	-0.061	-0.064
22	0.342	0.067	0.169	0.133	0.066	0.041	-0.065	-0.050	-0.130
23	0.092	-0.044	0.094	0.061	0.046	-0.027	0.012	0.055	-0.003
24	0.108	-0.068	-0.026	-0.119	-0.036	-0.117	-0.038	-0.058	-0.085
25	0.028	-0.036	0.088	-0.073	-0.061	0.014	-0.136	-0.007	-0.073
26	0.069	-0.019	0.116	-0.093	0.008	0.033	-0.011	0.011	-0.059
27	0.005	0.018	-1.416	-0.047	-0.012	-0.005	-0.067	0.015	0.050
28	0.180	0.068	0.156	0.074	0.002	0.116	0.122	-0.032	0.550
29	0.130	0.038	0.136	0.070	0.061	0.036	0.032	0.038	-0.043
30	-0.036	-0.093	0.092	-0.053	0.023	-0.015	0.092	0.044	-0.039
31	0.154	0.095	0.219	0.152	0.250	0.062	0.237	0.149	0.095
32	-0.041	-0.077	-0.032	-0.114	-0.119	-0.061	-0.016	-0.051	-0.121
33	0.009	0.032	0.075	0.052	0.031	-0.018	0.111	-0.086	-0.147
34	-0.003	-0.061	0.076	0.033	-0.446	-0.022	0.129	-0.014	-0.005
35	-0.057	-0.000	0.033	0.034	0.024	-0.010	0.108	-0.011	0.055
36	-0.008	0.008	0.001	-0.167	0.047	-0.028	-1.010	-0.108	-0.032
37	-0.014	0.015	0.037	-0.001	0.118	-0.008	0.094	0.058	0.013
38	-0.065	0.002	0.028	0.046	0.079	0.018	0.136	0.042	0.104
39	-0.038	0.035	0.006	0.065	0.002	-0.007	0.105	-0.011	-0.057
40	-0.177	-0.093	-0.140	-0.106	-0.106	-0.059	0.037	-0.063	-0.148
20Y2x00Y1_dist2cax	81.799	61.367	41.014	20.742	0.270	-20.094	-40.370	-60.765	-80.324
00Y2x20Y1_dist2cax	80.073	59.658	39.327	18.951	-1.206	-21.534	-41.845	-62.161	-81.814
