Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.027	0.121	0.031	0.002	0.032	0.216	0.085	0.142	0.083
 2	0.141	0.056	0.020	0.001	0.028	0.086	0.079	0.031	0.077
 3	0.034	0.063	0.011	0.024	0.019	0.080	0.034	0.105	0.013
 4	0.022	0.022	0.009	0.059	0.008	0.027	0.140	0.416	0.149
 5	0.134	0.116	0.052	0.095	0.039	0.082	0.112	0.008	0.086
 6	0.046	0.009	0.013	0.051	0.023	0.088	0.079	0.094	0.030
 7	0.025	0.022	0.072	0.021	0.004	0.046	0.127	0.044	0.054
 8	0.087	0.059	0.046	0.058	0.132	0.143	0.131	0.214	0.033
 9	0.118	0.030	0.025	0.045	0.063	0.097	0.050	0.160	0.081
10	0.195	0.142	0.190	0.074	0.168	0.189	0.205	0.256	0.149
11	0.030	0.174	0.131	0.008	0.027	0.156	0.007	0.058	0.125
12	0.238	0.228	0.267	0.341	0.225	0.046	0.147	0.251	0.206
13	0.055	0.139	0.115	0.055	0.032	0.054	0.019	0.020	0.027
14	0.160	0.275	0.166	1.130	0.197	0.242	0.103	0.082	0.053
15	0.027	0.097	0.009	0.040	0.060	0.228	0.001	0.062	0.020
16	0.015	0.151	0.045	0.085	0.030	0.154	0.033	0.033	0.005
17	0.010	0.130	0.058	0.074	0.007	0.182	0.004	0.041	0.001
18	0.044	0.226	0.059	0.073	0.002	1.348	0.056	0.097	0.000
19	0.098	0.185	0.038	0.113	0.006	0.206	0.014	0.028	0.015
20	0.040	0.865	0.059	0.119	0.060	0.192	0.026	0.099	0.076
21	0.905	0.022	0.129	0.007	0.022	0.067	0.063	0.008	0.071
22	0.305	0.016	0.140	0.060	0.018	0.007	0.048	0.134	0.135
23	0.080	0.046	0.064	0.005	0.025	0.080	0.015	0.104	0.033
24	0.050	0.127	0.054	0.147	0.153	0.100	0.188	0.077	0.125
25	0.079	0.071	0.035	0.117	0.013	0.024	0.023	0.040	0.049
26	0.175	0.041	0.084	0.022	0.008	0.038	0.065	0.104	0.047
27	0.086	0.016	1.436	0.031	0.078	0.021	0.064	0.014	0.020
28	0.193	0.030	0.166	0.097	0.101	0.116	0.129	0.050	0.619
29	0.083	0.044	0.269	0.057	0.027	0.023	0.135	0.031	0.025
30	0.043	0.026	0.085	0.036	0.055	0.028	0.083	0.045	0.012
31	0.248	0.235	0.195	0.156	0.186	0.208	0.188	0.252	0.097
32	0.147	0.100	0.096	0.063	0.002	0.012	0.068	0.033	0.068
33	0.015	0.066	0.045	0.086	0.067	0.044	0.165	0.042	0.114
34	0.057	0.048	0.060	0.019	0.440	0.005	0.143	0.011	0.100
35	0.050	0.003	0.059	0.039	0.031	0.008	0.093	0.050	0.074
36	0.104	0.013	0.015	0.133	0.018	0.052	1.016	0.100	0.002
37	0.084	0.019	0.004	0.104	0.034	0.041	0.082	0.015	0.034
38	0.062	0.012	0.004	0.047	0.094	0.016	0.180	0.042	0.017
39	0.080	0.007	0.074	0.086	0.074	0.009	0.114	0.108	0.083
40	0.211	0.168	0.158	0.114	0.077	0.129	0.033	0.086	0.132
20Y2x00Y1_dist2cax	81.314	61.133	40.664	20.542	-0.172	-20.584	-40.899	-61.201	-80.796
00Y2x20Y1_dist2cax	79.920	59.496	39.252	18.849	-1.362	-21.703	-42.027	-62.324	-82.515
