Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.074	0.199	0.041	0.095	0.095	0.212	0.196	0.097	0.224
 2	0.030	0.034	0.004	0.018	0.005	0.128	0.032	0.017	0.091
 3	0.079	0.113	0.043	0.028	0.044	0.069	0.077	0.010	0.007
 4	0.082	0.046	0.004	0.101	0.153	0.026	0.239	0.307	0.083
 5	0.038	0.072	0.030	0.085	0.045	0.005	0.003	0.091	0.046
 6	0.035	0.045	0.032	0.046	0.011	0.019	0.054	0.007	0.034
 7	0.102	0.105	0.001	0.042	0.024	0.070	0.096	0.027	0.004
 8	0.035	0.052	0.044	0.021	0.116	0.128	0.053	0.115	0.107
 9	0.055	0.057	0.072	0.010	0.020	0.179	0.092	0.180	0.226
10	0.060	0.127	0.061	0.066	0.122	0.085	0.128	0.209	0.136
11	0.043	0.172	0.095	0.141	0.115	0.339	0.091	0.059	0.117
12	0.279	0.204	0.206	0.283	0.199	0.143	0.192	0.128	0.161
13	0.032	0.072	0.002	0.052	0.010	0.170	0.039	0.035	0.017
14	0.107	0.165	0.127	1.169	0.066	0.217	0.144	0.151	0.130
15	0.091	0.106	0.013	0.035	0.008	0.135	0.003	0.040	0.073
16	0.017	0.233	0.084	0.118	0.039	0.092	0.077	0.049	0.068
17	0.054	0.154	0.095	0.086	0.005	0.109	0.107	0.037	0.029
18	0.029	0.255	0.083	0.055	0.049	1.416	0.090	0.116	0.008
19	0.014	0.116	0.051	0.108	0.048	0.252	0.028	0.029	0.048
20	0.065	0.890	0.045	0.249	0.046	0.322	0.030	0.108	0.195
21	0.867	0.024	0.112	0.074	0.123	0.098	0.039	0.078	0.057
22	0.289	0.028	0.172	0.129	0.061	0.073	0.090	0.054	0.174
23	0.073	0.049	0.087	0.051	0.028	0.039	0.024	0.098	0.025
24	0.136	0.130	0.045	0.094	0.131	0.104	0.065	0.045	0.060
25	0.075	0.054	0.090	0.091	0.004	0.018	0.100	0.055	0.100
26	0.042	0.079	0.118	0.064	0.022	0.031	0.005	0.002	0.040
27	0.036	0.077	1.415	0.051	0.060	0.022	0.010	0.047	0.014
28	0.173	0.010	0.149	0.066	0.050	0.099	0.102	0.049	0.581
29	0.131	0.005	0.122	0.041	0.018	0.054	0.029	0.010	0.035
30	0.033	0.089	0.051	0.046	0.070	0.007	0.072	0.068	0.044
31	0.139	0.215	0.216	0.150	0.240	0.027	0.233	0.170	0.110
32	0.043	0.141	0.050	0.087	0.027	0.053	0.018	0.081	0.103
33	0.031	0.047	0.073	0.062	0.010	0.037	0.114	0.087	0.125
34	0.015	0.101	0.044	0.018	0.518	0.006	0.173	0.042	0.007
35	0.016	0.002	0.050	0.023	0.006	0.002	0.095	0.013	0.009
36	0.012	0.019	0.002	0.180	0.054	0.066	0.966	0.131	0.058
37	0.033	0.096	0.056	0.006	0.104	0.004	0.063	0.061	0.030
38	0.082	0.063	0.019	0.059	0.066	0.047	0.182	0.054	0.088
39	0.067	0.008	0.016	0.077	0.012	0.022	0.056	0.024	0.068
40	0.171	0.154	0.115	0.086	0.094	0.047	0.006	0.073	0.106
20Y2x00Y1_dist2cax	81.475	61.126	40.842	20.529	0.223	-20.235	-40.396	-60.805	-80.929
00Y2x20Y1_dist2cax	80.208	60.128	39.493	19.180	-0.791	-21.377	-41.694	-62.013	-81.974
