Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.063	0.073	0.061	0.121	0.098	0.135	0.172	0.170	0.212
 2	-0.040	-0.018	-0.010	0.001	-0.066	0.063	0.005	0.023	0.090
 3	0.075	0.027	0.035	-0.002	0.060	0.030	0.090	0.100	-0.014
 4	-0.115	-0.056	0.003	-0.113	-0.157	-0.042	-0.250	-0.188	-0.089
 5	0.030	0.051	-0.027	0.057	0.079	-0.023	0.034	-0.031	0.077
 6	-0.025	-0.085	-0.025	0.029	-0.009	-0.050	0.065	0.046	-0.051
 7	-0.122	-0.064	0.043	0.000	0.030	-0.023	-0.050	0.017	0.012
 8	-0.013	-0.047	-0.072	-0.006	-0.126	-0.105	-0.075	-0.101	-0.104
 9	-0.048	-0.045	-0.094	-0.116	0.004	-0.115	-0.130	-0.123	-0.230
10	-0.049	-0.075	-0.072	-0.100	-0.031	-0.071	-0.124	-0.158	-0.191
11	-0.049	-0.065	-0.122	-0.165	-0.113	-0.223	-0.064	-0.059	-0.093
12	0.201	0.232	0.215	0.258	0.185	0.191	0.196	0.144	0.181
13	-0.008	-0.001	-0.013	-0.066	-0.029	-0.043	0.015	-0.006	0.026
14	-0.106	-0.063	-0.134	-0.147	-0.096	-0.080	-0.116	-0.139	-0.153
15	0.109	0.033	0.024	-0.029	0.021	0.035	-0.004	0.023	-0.065
16	0.015	-0.067	-0.065	0.002	-0.004	0.095	0.085	0.081	0.110
17	-0.066	0.047	0.083	-0.010	0.001	0.075	-0.110	-0.047	-0.036
18	0.074	-0.035	-0.103	0.007	-0.036	0.063	0.099	0.079	-0.016
19	0.033	0.106	0.048	0.055	0.025	-0.018	0.030	-0.047	0.035
20	-0.138	-0.104	0.066	0.068	0.014	-0.042	-0.005	0.083	0.171
21	-0.033	-0.004	-0.006	0.051	-0.029	-0.018	-0.026	-0.024	0.010
22	0.138	-0.000	0.033	0.043	-0.034	-0.008	-0.056	-0.088	-0.073
23	-0.066	-0.036	-0.086	0.013	0.067	-0.086	-0.019	0.078	0.045
24	-0.054	-0.178	-0.100	-0.142	-0.107	-0.088	-0.085	-0.072	-0.056
25	-0.120	-0.029	-0.065	-0.013	0.013	0.005	-0.047	0.015	-0.008
26	0.001	0.079	-0.040	-0.048	-0.071	0.054	-0.022	-0.038	-0.093
27	-0.143	0.015	0.029	-0.052	-0.054	-0.071	-0.018	0.008	0.001
28	0.112	-0.010	0.084	0.054	0.055	0.155	0.155	0.085	0.037
29	0.123	0.087	0.100	0.029	0.048	0.049	-0.045	0.013	0.019
30	-0.102	-0.084	-0.033	-0.119	-0.046	-0.008	0.078	0.033	-0.004
31	0.074	0.181	0.159	0.173	0.213	0.034	0.146	0.073	0.114
32	-0.053	-0.065	-0.093	-0.115	-0.071	-0.004	-0.047	-0.017	-0.046
33	0.054	0.076	0.003	0.014	-0.046	-0.038	0.032	-0.095	-0.080
34	0.008	-0.029	0.044	0.003	0.036	-0.008	0.026	0.019	0.115
35	-0.011	-0.024	-0.010	0.076	0.008	0.035	-0.047	0.014	0.024
36	-0.008	-0.069	-0.097	-0.048	-0.061	-0.042	-0.054	-0.158	-0.032
37	0.048	0.053	0.001	-0.048	0.011	-0.027	0.041	-0.022	0.047
38	0.019	0.076	0.074	0.040	0.049	0.032	0.057	0.052	0.043
39	0.015	0.006	0.059	0.110	0.043	0.055	-0.067	0.005	-0.086
40	-0.142	-0.180	-0.184	-0.135	-0.160	-0.140	-0.135	-0.000	-0.097
20Y2x00Y1_dist2cax	81.515	61.196	40.839	20.456	0.239	-20.071	-40.406	-60.738	-80.896
00Y2x20Y1_dist2cax	80.328	60.099	39.585	19.425	-0.984	-21.066	-41.693	-61.855	-81.780
