Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.012	0.131	0.061	0.023	0.048	0.207	0.092	0.119	0.084
 2	-0.140	-0.005	-0.043	-0.030	0.030	0.134	0.062	-0.041	0.078
 3	0.048	0.031	0.013	-0.036	0.019	0.025	-0.028	-0.079	0.036
 4	-0.037	-0.004	0.004	-0.054	-0.052	0.004	-0.121	0.385	-0.186
 5	0.119	0.119	0.068	0.122	0.044	0.022	0.103	0.048	0.089
 6	0.029	-0.004	0.005	0.066	0.033	-0.020	-0.051	-0.083	0.034
 7	-0.094	0.032	0.074	0.019	0.021	-0.039	0.106	-0.046	-0.057
 8	-0.017	-0.077	-0.091	0.051	-0.138	-0.192	-0.142	-0.210	-0.032
 9	0.076	0.011	-0.018	0.061	-0.031	-0.121	-0.056	-0.144	-0.035
10	-0.157	-0.144	-0.163	-0.094	-0.216	-0.201	-0.181	-0.274	-0.153
11	-0.042	-0.135	-0.149	-0.015	-0.039	-0.169	0.012	-0.049	-0.144
12	0.327	0.215	0.222	0.317	0.196	0.126	0.113	0.227	0.218
13	-0.038	-0.183	-0.103	0.062	0.027	-0.107	-0.010	-0.037	-0.044
14	-0.158	-0.269	-0.159	-1.122	-0.192	-0.293	-0.105	-0.084	-0.064
15	-0.050	-0.093	-0.004	0.044	0.050	-0.150	-0.007	-0.077	-0.055
16	0.015	-0.126	0.036	0.076	0.063	-0.124	0.014	0.065	-0.016
17	-0.035	-0.139	0.043	0.055	-0.027	-0.142	0.000	-0.009	0.011
18	0.018	-0.202	-0.044	0.071	0.004	1.371	0.055	0.082	0.024
19	-0.059	-0.197	-0.020	0.153	-0.001	-0.208	0.005	0.048	0.023
20	0.043	0.868	0.131	0.110	0.042	-0.273	0.031	0.067	0.077
21	-0.930	0.037	0.127	-0.004	-0.050	-0.028	-0.039	-0.020	-0.061
22	0.281	0.011	0.121	0.094	-0.031	-0.030	-0.005	-0.087	-0.145
23	0.133	-0.053	0.121	-0.012	0.066	-0.034	-0.025	0.018	-0.034
24	0.071	-0.145	0.073	-0.182	-0.146	-0.130	-0.171	-0.071	-0.083
25	0.071	-0.103	-0.068	-0.105	-0.026	-0.033	-0.090	-0.034	-0.072
26	0.171	0.024	0.099	-0.060	0.044	0.052	-0.069	-0.067	-0.054
27	0.086	0.044	-1.443	0.007	-0.059	-0.044	0.063	0.061	-0.042
28	0.109	-0.009	0.158	0.097	0.112	0.126	0.112	0.054	0.623
29	0.124	0.074	0.241	0.068	0.060	0.008	0.180	0.019	-0.043
30	-0.068	-0.028	0.076	-0.063	0.070	-0.065	0.072	0.024	0.000
31	0.248	0.251	0.207	0.175	0.158	0.219	0.189	0.240	0.082
32	-0.068	-0.152	0.119	-0.069	-0.033	-0.018	0.070	-0.083	-0.033
33	-0.003	0.009	0.054	0.072	0.102	0.029	0.115	-0.006	-0.084
34	0.088	0.034	0.061	0.012	-0.443	0.031	0.159	-0.002	0.114
35	-0.033	-0.004	0.054	0.079	-0.050	-0.002	0.064	0.021	-0.076
36	-0.114	-0.056	-0.014	-0.107	-0.013	-0.050	-1.033	-0.087	-0.069
37	-0.094	0.008	0.031	-0.097	0.081	-0.033	-0.113	-0.022	0.008
38	-0.089	0.044	0.013	0.015	0.097	0.004	0.203	0.022	0.055
39	0.048	0.032	0.023	0.078	0.028	0.032	0.144	-0.033	-0.107
40	-0.188	-0.157	-0.196	-0.119	-0.089	-0.156	0.067	-0.073	-0.095
20Y2x00Y1_dist2cax	81.771	61.071	40.981	20.731	0.102	-20.077	-40.653	-60.893	-80.697
00Y2x20Y1_dist2cax	80.011	59.409	39.391	18.770	-1.205	-21.862	-42.047	-62.425	-82.295
