Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	-0.005	0.144	0.104	-0.016	0.022	0.213	0.124	0.109	0.130
 2	-0.133	-0.000	-0.040	0.010	0.024	0.100	0.088	-0.025	0.043
 3	0.073	0.007	-0.111	-0.052	-0.003	0.092	-0.054	-0.116	-0.027
 4	0.029	-0.022	-0.035	-0.024	0.001	-0.028	-0.107	0.452	-0.169
 5	0.132	0.139	0.075	0.066	0.040	0.095	0.146	0.043	0.123
 6	-0.091	-0.043	0.053	0.029	0.026	-0.098	-0.100	-0.090	0.023
 7	0.133	0.093	0.045	0.083	0.049	-0.083	0.122	-0.025	-0.074
 8	-0.139	-0.061	-0.002	0.016	-0.127	-0.141	-0.118	-0.244	-0.004
 9	0.112	-0.032	-0.015	0.097	-0.092	-0.073	-0.128	-0.097	-0.066
10	-0.243	-0.223	-0.158	-0.088	-0.167	-0.203	-0.232	-0.319	-0.137
11	-0.098	-0.016	-0.155	0.033	-0.033	-0.173	-0.002	-0.078	-0.119
12	0.226	0.138	0.238	0.269	0.229	0.067	0.143	0.204	0.245
13	-0.003	-0.121	-0.076	0.065	-0.049	-0.087	-0.031	0.026	-0.039
14	-0.128	-0.300	-0.094	-1.085	-0.135	-0.248	-0.111	-0.062	-0.081
15	-0.059	-0.049	-0.040	0.025	0.042	-0.225	-0.019	-0.137	-0.040
16	0.074	-0.111	0.005	0.127	0.036	-0.145	0.041	0.030	0.001
17	-0.037	-0.213	0.039	0.041	-0.049	-0.170	-0.024	0.008	-0.015
18	-0.032	-0.176	-0.056	0.087	0.055	1.339	0.073	0.063	-0.008
19	-0.104	-0.192	-0.016	0.084	0.004	-0.194	0.034	0.065	0.053
20	0.150	0.859	0.103	0.113	0.012	-0.191	0.048	0.102	0.063
21	-0.965	-0.055	0.131	0.016	-0.035	-0.043	-0.078	-0.036	-0.046
22	0.294	-0.039	0.146	0.056	0.012	-0.016	-0.060	-0.054	-0.118
23	0.116	-0.043	0.090	0.002	0.060	-0.071	-0.011	0.029	-0.037
24	0.032	-0.100	0.071	-0.134	-0.106	-0.063	-0.139	-0.117	-0.108
25	0.019	-0.016	-0.007	-0.111	0.067	-0.023	-0.055	-0.059	-0.071
26	0.203	0.000	0.077	-0.060	-0.038	0.020	-0.010	-0.033	-0.015
27	0.063	-0.009	-1.426	-0.009	-0.115	-0.006	0.045	0.083	-0.056
28	0.178	0.094	0.145	0.078	0.111	0.101	0.156	0.039	0.629
29	0.157	0.006	0.269	0.062	0.017	0.026	0.149	0.010	-0.009
30	0.017	-0.038	0.053	-0.077	0.050	-0.018	0.101	0.032	-0.046
31	0.233	0.219	0.231	0.192	0.190	0.198	0.187	0.256	0.037
32	-0.139	0.015	0.094	-0.064	-0.067	-0.043	0.058	0.015	-0.047
33	0.002	0.049	-0.030	0.078	0.003	0.043	0.066	-0.062	-0.096
34	0.090	0.035	0.061	-0.017	-0.410	-0.050	0.135	-0.014	0.009
35	-0.007	0.002	-0.005	0.048	-0.062	-0.028	0.080	0.013	-0.065
36	-0.014	-0.046	-0.009	-0.080	-0.012	-0.063	-1.096	-0.193	0.003
37	-0.065	-0.010	0.050	-0.110	0.083	-0.006	-0.094	-0.030	0.077
38	-0.047	-0.010	0.022	0.057	0.138	-0.027	0.244	0.051	0.026
39	-0.031	-0.005	0.070	0.094	0.085	0.021	0.117	-0.011	-0.063
40	-0.289	-0.176	-0.176	-0.138	-0.091	-0.074	0.095	-0.046	-0.121
20Y2x00Y1_dist2cax	80.970	60.491	40.197	19.807	-0.462	-20.926	-41.236	-61.290	-80.820
00Y2x20Y1_dist2cax	79.888	59.449	39.221	18.819	-1.448	-21.750	-42.138	-62.404	-82.553
