Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.004	0.076	0.098	0.024	0.037	0.134	0.166	0.254	0.172
 2	-0.110	-0.107	-0.008	-0.029	0.068	-0.020	0.073	0.056	0.105
 3	0.083	-0.024	-0.098	0.013	-0.033	0.031	-0.063	-0.062	-0.009
 4	-0.005	-0.058	-0.024	-0.082	0.014	-0.034	-0.103	-0.194	-0.173
 5	0.151	0.081	0.076	0.025	0.021	0.128	0.080	0.223	0.080
 6	-0.103	-0.072	-0.019	-0.011	0.002	-0.092	-0.051	-0.109	0.037
 7	0.116	0.116	0.022	0.076	0.070	-0.056	0.161	-0.003	-0.079
 8	-0.113	-0.047	0.013	-0.054	-0.083	-0.143	-0.203	-0.081	-0.054
 9	0.077	0.001	-0.037	0.072	-0.138	-0.014	-0.139	-0.107	-0.073
10	-0.224	-0.165	-0.113	-0.158	-0.227	-0.128	-0.232	-0.230	-0.201
11	-0.097	0.033	-0.174	-0.015	-0.017	-0.076	-0.022	-0.121	-0.138
12	0.222	0.224	0.248	0.182	0.243	0.097	0.169	0.258	0.191
13	-0.044	-0.010	-0.014	-0.024	-0.045	0.054	0.009	-0.033	-0.049
14	-0.138	-0.217	-0.096	-0.124	-0.158	-0.048	-0.110	-0.084	-0.068
15	-0.028	0.085	-0.045	-0.046	0.025	-0.052	-0.007	-0.107	-0.044
16	0.038	0.020	-0.056	0.036	0.022	0.018	0.056	0.033	0.029
17	-0.026	-0.083	0.031	-0.089	-0.039	0.012	0.006	-0.007	0.012
18	0.005	-0.003	-0.092	0.017	0.044	-0.043	0.046	0.025	-0.000
19	-0.086	-0.026	0.042	-0.001	0.040	0.044	0.018	0.065	0.052
20	0.134	0.033	0.108	0.052	0.029	0.074	0.032	0.113	0.103
21	-0.080	-0.065	-0.028	-0.031	-0.020	-0.013	-0.079	-0.046	0.012
22	0.149	0.037	0.013	0.064	0.016	0.000	-0.010	-0.054	-0.101
23	-0.076	0.013	-0.076	0.009	0.084	-0.079	-0.013	0.007	0.006
24	-0.112	-0.057	-0.065	-0.132	-0.127	-0.112	-0.145	-0.055	-0.054
25	-0.066	0.039	-0.032	-0.086	0.007	0.032	-0.038	0.001	-0.010
26	-0.088	-0.100	-0.051	-0.087	-0.125	-0.002	-0.100	-0.070	-0.020
27	-0.045	0.011	0.057	-0.013	-0.034	-0.016	0.035	-0.001	0.003
28	0.073	0.025	0.038	0.134	0.026	0.127	0.159	0.028	0.079
29	0.076	0.020	0.114	0.082	0.065	-0.080	0.118	0.019	0.006
30	-0.028	-0.083	-0.047	-0.032	-0.034	-0.063	0.053	0.045	0.036
31	0.229	0.182	0.154	0.104	0.230	0.180	0.155	0.247	0.050
32	-0.086	-0.167	-0.060	-0.038	-0.122	0.017	-0.023	-0.027	-0.043
33	0.004	0.116	-0.051	0.058	-0.088	0.071	0.053	-0.025	-0.096
34	0.064	-0.005	0.061	0.004	0.060	0.023	-0.012	0.023	0.059
35	0.048	-0.002	-0.017	-0.006	0.031	-0.050	-0.061	-0.013	0.051
36	-0.006	-0.047	-0.062	-0.114	-0.086	-0.056	-0.112	-0.135	0.025
37	-0.031	0.005	0.021	-0.023	-0.024	0.005	-0.006	-0.021	0.034
38	0.008	0.035	-0.007	0.040	0.107	0.037	-0.001	0.045	0.036
39	0.048	0.020	0.005	0.109	0.028	-0.028	-0.012	-0.004	-0.089
40	-0.220	-0.109	-0.094	-0.167	-0.127	-0.113	-0.095	-0.091	-0.104
20Y2x00Y1_dist2cax	80.919	60.611	40.216	19.891	-0.379	-20.754	-41.073	-60.924	-80.686
00Y2x20Y1_dist2cax	79.773	59.295	39.037	18.759	-1.427	-21.853	-42.156	-62.423	-82.452
