Leaf	Picket_1	Picket_2	Picket_3	Picket_4	Picket_5	Picket_6	Picket_7	Picket_8	Picket_9
 1	0.055	0.100	0.059	-0.044	0.023	0.058	0.122	0.211	0.142
 2	-0.115	-0.109	-0.032	0.006	0.015	0.006	0.041	0.020	0.054
 3	0.029	-0.007	-0.048	-0.011	-0.019	0.077	-0.047	-0.020	-0.012
 4	0.016	-0.020	-0.020	-0.049	-0.013	-0.098	-0.169	-0.155	-0.220
 5	0.017	0.075	0.109	0.081	0.083	0.059	0.151	0.165	0.107
 6	-0.067	-0.088	0.030	-0.041	0.054	-0.071	-0.028	-0.013	0.071
 7	0.028	0.110	0.055	0.124	0.064	-0.036	0.058	-0.031	-0.060
 8	-0.070	-0.016	-0.037	-0.021	-0.133	-0.158	-0.157	-0.102	-0.036
 9	0.045	-0.084	-0.001	0.066	-0.080	-0.036	-0.068	-0.097	-0.072
10	-0.176	-0.179	-0.137	-0.225	-0.176	-0.064	-0.203	-0.195	-0.106
11	-0.051	0.009	-0.127	0.010	-0.011	-0.042	-0.018	-0.175	-0.157
12	0.294	0.187	0.112	0.135	0.209	0.169	0.258	0.239	0.210
13	-0.000	-0.019	-0.069	-0.054	-0.106	0.062	-0.014	0.034	-0.040
14	-0.060	-0.186	-0.241	-0.145	-0.185	-0.049	-0.084	-0.046	-0.079
15	-0.080	0.008	0.040	-0.016	0.039	-0.033	-0.038	-0.106	-0.030
16	0.068	0.052	0.033	0.061	0.027	0.084	0.076	0.011	0.025
17	0.006	0.055	0.068	0.016	0.017	0.011	-0.013	-0.011	0.021
18	0.034	-0.003	-0.050	0.023	0.026	0.020	0.059	0.006	-0.030
19	-0.166	-0.031	0.086	-0.128	0.011	0.068	-0.080	0.032	0.024
20	0.047	0.001	0.032	0.089	0.040	-0.146	0.043	0.130	0.079
21	-0.020	-0.009	-0.025	0.020	-0.028	-0.034	-0.034	-0.022	-0.013
22	0.110	0.028	-0.010	0.058	-0.033	0.049	-0.046	-0.105	-0.057
23	-0.075	-0.005	-0.102	0.011	0.093	-0.020	0.015	0.087	0.001
24	-0.061	-0.238	-0.101	-0.140	-0.138	-0.116	-0.122	-0.064	-0.043
25	-0.112	-0.008	-0.015	-0.041	-0.010	-0.033	-0.118	-0.021	0.001
26	0.021	0.077	-0.011	-0.030	-0.031	0.088	-0.019	-0.033	-0.075
27	-0.146	-0.011	0.058	-0.106	-0.030	-0.135	0.028	-0.003	-0.010
28	0.147	0.023	0.108	0.060	0.057	0.134	0.108	0.078	0.025
29	0.111	0.077	0.099	0.067	0.048	0.086	0.024	0.028	0.053
30	-0.087	-0.073	-0.055	-0.081	-0.043	-0.034	0.041	0.042	0.021
31	0.083	0.118	0.127	0.141	0.177	0.035	0.141	0.103	0.105
32	-0.074	-0.062	-0.102	-0.038	-0.083	-0.004	-0.019	-0.040	-0.032
33	0.022	0.096	0.031	0.079	-0.015	-0.103	0.079	-0.065	-0.067
34	0.017	-0.026	0.058	0.008	-0.012	0.030	0.050	0.025	0.103
35	-0.030	-0.031	-0.020	0.052	-0.031	0.035	-0.038	0.011	0.014
36	0.024	-0.051	-0.088	-0.103	-0.054	-0.056	-0.051	-0.124	-0.032
37	0.024	0.071	-0.006	-0.090	0.051	-0.072	0.037	-0.036	0.022
38	0.023	0.062	0.030	0.042	0.057	0.029	0.024	0.052	0.055
39	0.019	0.002	0.050	0.081	0.016	0.072	-0.078	-0.008	-0.065
40	-0.136	-0.177	-0.159	-0.105	-0.125	-0.073	-0.150	-0.027	-0.124
20Y2x00Y1_dist2cax	82.217	61.536	41.126	20.815	0.412	-19.860	-40.243	-60.561	-80.331
00Y2x20Y1_dist2cax	80.207	59.813	39.497	19.119	-0.826	-21.424	-41.431	-61.901	-81.783
